集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,～19歳,19.39,6.05,238.73
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,20～24歳,21.42,71.5,328.54
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,25～29歳,24.71,87.88,384.4
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,30～34歳,30.77,129.32,498.56
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,35～39歳,35.81,140.68,570.4
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,40～44歳,38.33,157.25,617.21
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,45～49歳,44.51,178.66,712.78
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,50～54歳,47.17,216.95,782.99
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,55～59歳,45.85,170.37,720.57
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,60～64歳,41.79,106.75,608.23
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,65～69歳,48.15,136.8,714.6
2021,28,兵庫県,E,製造業,25,はん用機械器具製造業,70歳～,23.04,18.6,295.08
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,年齢計,33.03,124.09,520.45
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,～19歳,17.71,20.4,232.92
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,20～24歳,21.41,62.32,319.24
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,25～29歳,24.63,84.63,380.19
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,30～34歳,28.64,140.57,484.25
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,35～39歳,28.96,118.79,466.31
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,40～44歳,37.17,133.52,579.56
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,45～49歳,35.6,150.15,577.35
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,50～54歳,40.95,124.63,616.03
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,55～59歳,43.36,110.62,630.94
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,60～64歳,38.22,209.35,667.99
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,65～69歳,27.9,104.5,439.3
2021,28,兵庫県,E,製造業,26,生産用機械器具製造業,70歳～,28.04,61.25,397.73
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,年齢計,34.51,150.39,564.51
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,～19歳,18.79,37.09,262.57
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,20～24歳,16.61,9.48,208.8
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,25～29歳,25.13,98.64,400.2
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,30～34歳,24.4,93.66,386.46
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,35～39歳,32.57,152.77,543.61
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,40～44歳,40.33,182.88,666.84
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,45～49歳,40.53,191.42,677.78
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,50～54歳,38.99,194.88,662.76
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,55～59歳,43.38,171.92,692.48
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,60～64歳,34.45,121.58,534.98
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,65～69歳,25.68,0,308.16
2021,28,兵庫県,E,製造業,27,業務用機械器具製造業,70歳～,-,-,-
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,年齢計,32.55,109.03,499.63
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,～19歳,-,-,-
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,20～24歳,20.19,14.34,256.62
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,25～29歳,25.13,107.63,409.19
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,30～34歳,26.69,98.28,418.56
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,35～39歳,28.61,103.31,446.63
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,40～44歳,30.44,93.84,459.12
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,45～49歳,34.16,127.41,537.33
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,50～54歳,38.3,134.86,594.46
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,55～59歳,35.91,124.75,555.67
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,60～64歳,31.93,69.37,452.53
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,65～69歳,21.94,19.06,282.34
2021,28,兵庫県,E,製造業,28,電子部品・デバイス・電子回路製造業,70歳～,-,-,-
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,年齢計,29.78,107.83,465.19
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,～19歳,18.71,29.76,254.28
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,20～24歳,20.31,37.32,281.04
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,25～29歳,24.25,69.36,360.36
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,30～34歳,27.4,84.44,413.24
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,35～39歳,30.74,126.46,495.34
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,40～44歳,29.35,101.35,453.55
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,45～49歳,35.21,143.54,566.06
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,50～54歳,36.26,151.92,587.04
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,55～59歳,30.19,134.28,496.56
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,60～64歳,26.83,68.46,390.42
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,65～69歳,31.4,76.82,453.62
2021,28,兵庫県,E,製造業,29,電気機械器具製造業,70歳～,-,-,-
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,年齢計,33.97,162.52,570.16
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,～19歳,16.94,11.58,214.86
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,20～24歳,21.64,51.43,311.11
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,25～29歳,25.94,103.43,414.71
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,30～34歳,29.75,129.16,486.16
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,35～39歳,33.73,162.61,567.37
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,40～44歳,32.87,169.57,564.01
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,45～49歳,37.06,184.06,628.78
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,50～54歳,38.27,196.1,655.34
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,55～59歳,44.08,230.65,759.61
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,60～64歳,27.99,119.19,455.07
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,65～69歳,23.67,0,284.04
2021,28,兵庫県,E,製造業,30,情報通信機械器具製造業,70歳～,24.36,8.73,301.05
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,年齢計,34.46,110.66,524.18
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,～19歳,19.56,19.54,254.26
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,20～24歳,21.73,47.72,308.48
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,25～29歳,24.98,71.31,371.07
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,30～34歳,28.33,90.92,430.88
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,35～39歳,34.04,105.41,513.89
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,40～44歳,38.05,126.05,582.65
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,45～49歳,38.3,143.86,603.46
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,50～54歳,41.4,144.63,641.43
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,55～59歳,49.68,161.51,757.67
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,60～64歳,39.81,122.22,599.94
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,65～69歳,24.26,23.41,314.53
2021,28,兵庫県,E,製造業,31,輸送用機械器具製造業,70歳～,19.48,8,241.76
2021,28,兵庫県,E,製造業,32,その他の製造業,年齢計,26.84,68.5,390.58
2021,28,兵庫県,E,製造業,32,その他の製造業,～19歳,17.81,0,213.72
2021,28,兵庫県,E,製造業,32,その他の製造業,20～24歳,22.95,48.75,324.15
2021,28,兵庫県,E,製造業,32,その他の製造業,25～29歳,25.07,54.05,354.89
2021,28,兵庫県,E,製造業,32,その他の製造業,30～34歳,27.98,97.79,433.55
2021,28,兵庫県,E,製造業,32,その他の製造業,35～39歳,27.87,67.31,401.75
2021,28,兵庫県,E,製造業,32,その他の製造業,40～44歳,23.6,49.34,332.54
2021,28,兵庫県,E,製造業,32,その他の製造業,45～49歳,28.6,70.44,413.64
2021,28,兵庫県,E,製造業,32,その他の製造業,50～54歳,29.47,86.65,440.29
2021,28,兵庫県,E,製造業,32,その他の製造業,55～59歳,29.39,74.62,427.3
2021,28,兵庫県,E,製造業,32,その他の製造業,60～64歳,28.78,85.77,431.13
2021,28,兵庫県,E,製造業,32,その他の製造業,65～69歳,16.34,10,206.08
2021,28,兵庫県,E,製造業,32,その他の製造業,70歳～,16.34,10,206.08
2021,28,兵庫県,G,情報通信業,39,情報サービス業,年齢計,34.61,147.37,562.69
2021,28,兵庫県,G,情報通信業,39,情報サービス業,～19歳,-,-,-
2021,28,兵庫県,G,情報通信業,39,情報サービス業,20～24歳,23.53,36.85,319.21
2021,28,兵庫県,G,情報通信業,39,情報サービス業,25～29歳,24.73,83.99,380.75
2021,28,兵庫県,G,情報通信業,39,情報サービス業,30～34歳,28.46,126.39,467.91
2021,28,兵庫県,G,情報通信業,39,情報サービス業,35～39歳,34.66,148.14,564.06
2021,28,兵庫県,G,情報通信業,39,情報サービス業,40～44歳,37.45,175.03,624.43
2021,28,兵庫県,G,情報通信業,39,情報サービス業,45～49歳,36.54,170.32,608.8
2021,28,兵庫県,G,情報通信業,39,情報サービス業,50～54歳,43.07,208.12,724.96
2021,28,兵庫県,G,情報通信業,39,情報サービス業,55～59歳,44.37,200.33,732.77
2021,28,兵庫県,G,情報通信業,39,情報サービス業,60～64歳,29.5,109.32,463.32
2021,28,兵庫県,G,情報通信業,39,情報サービス業,65～69歳,39.16,0,469.92
2021,28,兵庫県,G,情報通信業,39,情報サービス業,70歳～,-,-,-
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,年齢計,34.81,116.51,534.23
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,～19歳,21.51,22.59,280.71
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,20～24歳,22.34,37.1,305.18
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,25～29歳,25.48,83.75,389.51
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,30～34歳,28.83,103.35,449.31
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,35～39歳,34.01,132.41,540.53
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,40～44歳,35.85,120.26,550.46
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,45～49歳,38.93,136.18,603.34
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,50～54歳,43.49,149.72,671.6
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,55～59歳,41.28,142.81,638.17
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,60～64歳,32.55,78.66,469.26
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,65～69歳,26.41,72.34,389.26
2021,28,兵庫県,I,卸売業，小売業,I1,卸売業,70歳～,24.48,36.77,330.53
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,年齢計,28.08,69.01,405.97
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,～19歳,16.82,0.11,201.95
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,20～24歳,21.58,27.28,286.24
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,25～29歳,24.73,57.1,353.86
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,30～34歳,24.87,62.47,360.91
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,35～39歳,30.43,79.93,445.09
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,40～44歳,29.25,81.23,432.23
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,45～49歳,31.46,94.49,472.01
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,50～54歳,32.55,83.74,474.34
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,55～59歳,29.07,67.61,416.45
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,60～64歳,26.94,56.51,379.79
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,65～69歳,20.87,12.37,262.81
2021,28,兵庫県,I,卸売業，小売業,I2,小売業,70歳～,15.88,7.97,198.53
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,33.01,33.13,429.25
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,-,-,-
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,-,-,-
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,26.14,26.38,340.06
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,25.21,23.75,326.27
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,31.24,38.47,413.35
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,33.6,33.55,436.75
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,40.32,41.07,524.91
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,31.03,33.3,405.66
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,77.83,21.64,955.6
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,23.84,29.64,315.72
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,25.86,26,336.32
2021,28,兵庫県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,70歳～,-,-,-
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,年齢計,30.54,61.85,428.33
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,～19歳,18.36,15.3,235.62
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,20～24歳,22.13,13.32,278.88
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,25～29歳,22.52,32.98,303.22
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,30～34歳,25.11,39,340.32
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,35～39歳,31.51,71.78,449.9
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,40～44歳,30.69,71.34,439.62
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,45～49歳,33.4,68.7,469.5
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,50～54歳,38.28,106.18,565.54
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,55～59歳,35.57,85.68,512.52
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,60～64歳,34.75,85.56,502.56
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,65～69歳,24.73,0,296.76
2021,28,兵庫県,L,学術研究，専門・技術サービス業,73,広告業,70歳～,47.74,7,579.88
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,26.98,21.15,344.91
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,16.94,0.27,203.55
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,19.39,8.96,241.64
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,21.42,17.48,274.52
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,23.09,25.98,303.06
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,25.36,16.33,320.65
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,28.71,35.03,379.55
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,33.26,28.3,427.42
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,27.26,12.6,339.72
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,33.46,21.32,422.84
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,33.78,47.19,452.55
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,25.78,4.48,313.84
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,19.19,14.58,244.86
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,27.17,43.04,369.08
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,16.93,15.56,218.72
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,19.37,27.42,259.86
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,22.51,20.53,290.65
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,26.8,40.9,362.5
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,26.7,43.99,364.39
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,34.36,67.79,480.11
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,29.61,51.38,406.7
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,33.72,55.21,459.85
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,33.48,63.46,465.22
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,25.22,56.09,358.73
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,26.45,26.02,343.42
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,19.98,4.49,244.25
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,年齢計,40.57,147.51,634.35
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,～19歳,-,-,-
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,20～24歳,22.11,46.19,311.51
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,25～29歳,24.53,77.25,371.61
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,30～34歳,31.69,90.74,471.02
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,35～39歳,36.97,130.75,574.39
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,40～44歳,39.68,130.98,607.14
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,45～49歳,43.12,168.4,685.84
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,50～54歳,47.41,185.58,754.5
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,55～59歳,52.03,240.16,864.52
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,60～64歳,52.91,201.43,836.35
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,65～69歳,54.99,184.56,844.44
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,70歳～,49.42,115.7,708.74
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,29.86,58.96,417.28
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,16.16,0,193.92
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,22.79,13.28,286.76
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,24.21,26.97,317.49
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,27.94,43.95,379.23
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,28.96,61.99,409.51
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,31.2,65.67,440.07
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,35.5,88.85,514.85
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,32.34,78.67,466.75
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,37.36,90.97,539.29
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,29.79,68.88,426.36
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,24.01,11.7,299.82
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,14.11,0,169.32
2021,28,兵庫県,P,医療，福祉,83,医療業,年齢計,32.58,75.47,466.43
2021,28,兵庫県,P,医療，福祉,83,医療業,～19歳,-,-,-
2021,28,兵庫県,P,医療，福祉,83,医療業,20～24歳,24.43,31.37,324.53
2021,28,兵庫県,P,医療，福祉,83,医療業,25～29歳,27.72,57.62,390.26
2021,28,兵庫県,P,医療，福祉,83,医療業,30～34歳,28.13,61.88,399.44
2021,28,兵庫県,P,医療，福祉,83,医療業,35～39歳,34.55,73.42,488.02
2021,28,兵庫県,P,医療，福祉,83,医療業,40～44歳,32.09,88.07,473.15
2021,28,兵庫県,P,医療，福祉,83,医療業,45～49歳,32,90.61,474.61
2021,28,兵庫県,P,医療，福祉,83,医療業,50～54歳,45.52,96.11,642.35
2021,28,兵庫県,P,医療，福祉,83,医療業,55～59歳,34,87.86,495.86
2021,28,兵庫県,P,医療，福祉,83,医療業,60～64歳,30.19,90,452.28
2021,28,兵庫県,P,医療，福祉,83,医療業,65～69歳,51.85,68.81,691.01
2021,28,兵庫県,P,医療，福祉,83,医療業,70歳～,23.76,89.01,374.13
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,27.33,26.14,354.1
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,-,-,-
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,26.2,7.16,321.56
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,24.06,19.48,308.2
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,25.52,17.36,323.6
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,27.51,35.59,365.71
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,29.01,55.14,403.26
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,23.16,16.86,294.78
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,29.12,11,360.44
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,30.48,32.76,398.52
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,22.47,31.86,301.5
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,28.62,17.07,360.51
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,33.28,23.48,422.84
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,28.22,90.65,429.29
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,18.41,24.58,245.5
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,21.8,45.82,307.42
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,22.68,69.26,341.42
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,24.22,70.28,360.92
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,26.5,85.3,403.3
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,30.65,106.52,474.32
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,30.58,103.16,470.12
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,36.61,170.5,609.82
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,33.95,141.33,548.73
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,23.25,32.46,311.46
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,20.55,7.01,253.61
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,19.4,3.63,236.43
2021,29,奈良県,E,製造業,09,食料品製造業,年齢計,20.3,15.56,259.16
2021,29,奈良県,E,製造業,09,食料品製造業,～19歳,16.46,2.56,200.08
2021,29,奈良県,E,製造業,09,食料品製造業,20～24歳,16.69,3.47,203.75
2021,29,奈良県,E,製造業,09,食料品製造業,25～29歳,19.48,20.35,254.11
2021,29,奈良県,E,製造業,09,食料品製造業,30～34歳,20.86,19.05,269.37
2021,29,奈良県,E,製造業,09,食料品製造業,35～39歳,19.9,15.23,254.03
2021,29,奈良県,E,製造業,09,食料品製造業,40～44歳,20.6,18.25,265.45
2021,29,奈良県,E,製造業,09,食料品製造業,45～49歳,24.18,28.87,319.03
2021,29,奈良県,E,製造業,09,食料品製造業,50～54歳,24.9,29.85,328.65
2021,29,奈良県,E,製造業,09,食料品製造業,55～59歳,22.25,18.07,285.07
2021,29,奈良県,E,製造業,09,食料品製造業,60～64歳,18.79,8.23,233.71
2021,29,奈良県,E,製造業,09,食料品製造業,65～69歳,17.91,3.53,218.45
2021,29,奈良県,E,製造業,09,食料品製造業,70歳～,17.25,1.36,208.36
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,20.76,44.48,293.6
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,-,-,-
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,17.8,0.8,214.4
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,18.63,16.39,239.95
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,19.5,26.7,260.7
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,14.77,0,177.24
