集計年,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2013,N,生活関連サービス業，娯楽業,25～29歳,21.9031,25.1999,288.037
2013,N,生活関連サービス業，娯楽業,30～34歳,25.9601,40.0548,351.5765
2013,N,生活関連サービス業，娯楽業,35～39歳,28.1467,48.7904,386.5504
2013,N,生活関連サービス業，娯楽業,40～44歳,30.3527,57.9534,422.1858
2013,N,生活関連サービス業，娯楽業,45～49歳,30.062,56.4392,417.1826
2013,N,生活関連サービス業，娯楽業,50～54歳,30.3993,57.4078,422.1996
2013,N,生活関連サービス業，娯楽業,55～59歳,28.4731,51.5129,393.1904
2013,N,生活関連サービス業，娯楽業,60～64歳,21.9356,23.7917,287.0192
2013,N,生活関連サービス業，娯楽業,65～69歳,20.7438,14.4468,263.3729
2013,N,生活関連サービス業，娯楽業,70歳～,18.3153,12.6337,232.4172
2013,O,教育，学習支援業,年齢計,37.7156,128.5576,581.1451
2013,O,教育，学習支援業,～19歳,14.8078,5.1013,182.795
2013,O,教育，学習支援業,20～24歳,19.934,34.3942,273.6017
2013,O,教育，学習支援業,25～29歳,23.5325,60.1741,342.564
2013,O,教育，学習支援業,30～34歳,28.6666,79.8798,423.8787
2013,O,教育，学習支援業,35～39歳,34.0773,105.7175,514.6456
2013,O,教育，学習支援業,40～44歳,39.0832,137.359,606.358
2013,O,教育，学習支援業,45～49歳,43.47,156.024,677.6644
2013,O,教育，学習支援業,50～54歳,48.1521,183.2945,761.1195
2013,O,教育，学習支援業,55～59歳,50.3671,195.803,800.2077
2013,O,教育，学習支援業,60～64歳,49.0945,193.8985,783.0328
2013,O,教育，学習支援業,65～69歳,47.6922,173.8521,746.1581
2013,O,教育，学習支援業,70歳～,37.5547,100.2774,550.9341
2013,P,医療，福祉,年齢計,27.3063,63.7784,391.4535
2013,P,医療，福祉,～19歳,16.4322,11.2226,208.4088
2013,P,医療，福祉,20～24歳,20.26,34.4054,277.5249
2013,P,医療，福祉,25～29歳,23.0315,54.2366,330.6146
2013,P,医療，福祉,30～34歳,25.4221,61.3019,366.3665
2013,P,医療，福祉,35～39歳,27.9841,68.5754,404.3844
2013,P,医療，福祉,40～44歳,29.0887,71.3483,420.413
2013,P,医療，福祉,45～49歳,30.5493,75.1577,441.7489
2013,P,医療，福祉,50～54歳,31.1715,79.1928,453.2502
2013,P,医療，福祉,55～59歳,32.4582,84.288,473.7863
2013,P,医療，福祉,60～64歳,29.8081,53.8307,411.5276
2013,P,医療，福祉,65～69歳,35.3745,50.3288,474.8231
2013,P,医療，福祉,70歳～,38.3217,54.0309,513.8911
2013,Q,複合サービス事業,年齢計,28.8202,87.7702,433.6122
2013,Q,複合サービス事業,～19歳,15.0858,13.4056,194.4353
2013,Q,複合サービス事業,20～24歳,18.1655,41.3459,259.3316
2013,Q,複合サービス事業,25～29歳,20.8406,58.7208,308.8084
2013,Q,複合サービス事業,30～34歳,23.8865,70.8363,357.4746
2013,Q,複合サービス事業,35～39歳,28.5085,90.188,432.29
2013,Q,複合サービス事業,40～44歳,31.3252,100.7965,476.6984
2013,Q,複合サービス事業,45～49歳,34.0414,109.9201,518.4174
2013,Q,複合サービス事業,50～54歳,35.8922,114.716,545.4224
2013,Q,複合サービス事業,55～59歳,36.7159,117.5573,558.1486
2013,Q,複合サービス事業,60～64歳,21.7454,34.1387,295.0838
2013,Q,複合サービス事業,65～69歳,18.2717,17.4164,236.6766
2013,Q,複合サービス事業,70歳～,19.8436,31.1421,269.265
2013,R,サービス業（他に分類されないもの）,年齢計,25.035,49.2257,349.6454
2013,R,サービス業（他に分類されないもの）,～19歳,16.7188,6.9387,207.5648
2013,R,サービス業（他に分類されないもの）,20～24歳,18.7109,20.9221,245.453
2013,R,サービス業（他に分類されないもの）,25～29歳,21.0241,32.9346,285.2236
2013,R,サービス業（他に分類されないもの）,30～34歳,23.1074,41.7121,319.0005
2013,R,サービス業（他に分類されないもの）,35～39歳,25.61,53.698,361.0174
2013,R,サービス業（他に分類されないもの）,40～44歳,27.46,59.8691,389.3897
2013,R,サービス業（他に分類されないもの）,45～49歳,28.8619,65.6573,412.0002
2013,R,サービス業（他に分類されないもの）,50～54歳,29.1322,67.6309,417.2178
2013,R,サービス業（他に分類されないもの）,55～59歳,29.0918,67.9519,417.0538
2013,R,サービス業（他に分類されないもの）,60～64歳,22.0504,34.1188,298.7237
2013,R,サービス業（他に分類されないもの）,65～69歳,18.5823,13.2125,236.2007
2013,R,サービス業（他に分類されないもの）,70歳～,17.3355,8.5635,216.59
2014,C,鉱業，採石業，砂利採取業,年齢計,30.4113,93.6588,458.5941
2014,C,鉱業，採石業，砂利採取業,～19歳,17.7571,23.9329,237.0186
2014,C,鉱業，採石業，砂利採取業,20～24歳,21.0855,57.5857,310.6113
2014,C,鉱業，採石業，砂利採取業,25～29歳,25.1463,91.9371,393.6921
2014,C,鉱業，採石業，砂利採取業,30～34歳,27.2661,88.8888,416.0815
2014,C,鉱業，採石業，砂利採取業,35～39歳,29.2701,95.4523,446.6932
2014,C,鉱業，採石業，砂利採取業,40～44歳,30.4853,93.7024,459.5261
2014,C,鉱業，採石業，砂利採取業,45～49歳,34.5735,117.5728,532.4552
2014,C,鉱業，採石業，砂利採取業,50～54歳,35.1189,118.5773,540.0041
2014,C,鉱業，採石業，砂利採取業,55～59歳,35.0634,112.1171,532.8777
2014,C,鉱業，採石業，砂利採取業,60～64歳,26.0902,57.5073,370.5897
2014,C,鉱業，採石業，砂利採取業,65～69歳,23.8443,23.5114,309.6431
2014,C,鉱業，採石業，砂利採取業,70歳～,24.36,14.0473,306.3673
2014,D,建設業,年齢計,32.2256,81.693,468.3996
2014,D,建設業,～19歳,17.3826,9.392,217.9827
2014,D,建設業,20～24歳,20.7221,36.2653,284.9303
2014,D,建設業,25～29歳,24.0749,63.3184,352.2174
2014,D,建設業,30～34歳,27.3161,74.3932,402.1861
2014,D,建設業,35～39歳,31.0603,84.4311,457.1553
2014,D,建設業,40～44歳,34.4394,96.2099,509.4826
2014,D,建設業,45～49歳,38.1717,107.6664,565.7273
2014,D,建設業,50～54歳,39.889,113.1267,591.7952
2014,D,建設業,55～59歳,39.1164,101.6027,570.9999
2014,D,建設業,60～64歳,30.3017,51.0064,414.6273
2014,D,建設業,65～69歳,26.8483,29.4284,351.6077
2014,D,建設業,70歳～,23.8243,18.6309,304.5221
2014,E,製造業,年齢計,29.0526,90.3574,438.9888
2014,E,製造業,～19歳,17.0013,13.9517,217.967
2014,E,製造業,20～24歳,19.2194,44.0634,274.6957
2014,E,製造業,25～29歳,22.1881,63.1843,329.442
2014,E,製造業,30～34歳,25.3583,77.5889,381.8884
2014,E,製造業,35～39歳,28.0799,88.0996,425.0584
2014,E,製造業,40～44歳,31.415,103.2141,480.194
2014,E,製造業,45～49歳,34.7304,117.9591,534.7242
2014,E,製造業,50～54歳,36.7985,128.9036,570.485
2014,E,製造業,55～59歳,35.3861,117.0454,541.6781
2014,E,製造業,60～64歳,23.6144,50.7566,334.1297
2014,E,製造業,65～69歳,23.1436,29.448,307.1716
2014,E,製造業,70歳～,22.0805,19.6213,284.5871
2014,F,電気・ガス・熱供給・水道業,年齢計,40.9271,92.5863,583.711
2014,F,電気・ガス・熱供給・水道業,～19歳,17.5017,17.8676,227.8884
2014,F,電気・ガス・熱供給・水道業,20～24歳,20.7979,43.402,292.9768
2014,F,電気・ガス・熱供給・水道業,25～29歳,26.1582,60.7187,374.6166
2014,F,電気・ガス・熱供給・水道業,30～34歳,32.4357,78.2935,467.5215
2014,F,電気・ガス・熱供給・水道業,35～39歳,37.6534,84.1074,535.9484
2014,F,電気・ガス・熱供給・水道業,40～44歳,43.7049,97.2323,621.6908
2014,F,電気・ガス・熱供給・水道業,45～49歳,50.2046,108.632,711.0875
2014,F,電気・ガス・熱供給・水道業,50～54歳,54.0142,124.1338,772.3038
2014,F,電気・ガス・熱供給・水道業,55～59歳,51.8476,120.8693,743.0409
2014,F,電気・ガス・熱供給・水道業,60～64歳,27.8949,88.2926,423.0317
2014,F,電気・ガス・熱供給・水道業,65～69歳,27.4963,49.5804,379.5363
2014,F,電気・ガス・熱供給・水道業,70歳～,22.1733,50.09,316.17
2014,G,情報通信業,年齢計,36.1906,110.5709,544.8586
2014,G,情報通信業,～19歳,16.9612,3.6358,207.1697
2014,G,情報通信業,20～24歳,21.9795,26.3986,290.152
2014,G,情報通信業,25～29歳,25.5491,65.6669,372.2557
2014,G,情報通信業,30～34歳,29.9769,80.7654,440.4883
2014,G,情報通信業,35～39歳,35.2486,105.1864,528.169
2014,G,情報通信業,40～44歳,40.4201,129.9518,614.9924
2014,G,情報通信業,45～49歳,46.4723,166.482,724.1493
2014,G,情報通信業,50～54歳,50.9071,176.3225,787.208
2014,G,情報通信業,55～59歳,51.1443,188.8748,802.6062
2014,G,情報通信業,60～64歳,33.7814,81.5091,486.8858
2014,G,情報通信業,65～69歳,35.082,57.7955,478.7796
2014,G,情報通信業,70歳～,29.1213,30.6206,380.0756
2014,H,運輸業，郵便業,年齢計,26.7386,59.0347,379.898
2014,H,運輸業，郵便業,～19歳,17.0714,10.5253,215.3815
2014,H,運輸業，郵便業,20～24歳,20.2943,42.902,286.4337
2014,H,運輸業，郵便業,25～29歳,22.5042,56.9376,326.9876
2014,H,運輸業，郵便業,30～34歳,25.1581,60.5601,362.4569
2014,H,運輸業，郵便業,35～39歳,26.8538,58.0583,380.3041
2014,H,運輸業，郵便業,40～44歳,28.2126,62.2855,400.8367
2014,H,運輸業，郵便業,45～49歳,29.516,67.5055,421.6978
2014,H,運輸業，郵便業,50～54歳,31.1967,80.8696,455.2302
2014,H,運輸業，郵便業,55～59歳,28.6605,70.3674,414.2929
2014,H,運輸業，郵便業,60～64歳,22.2905,27.5509,295.0369
2014,H,運輸業，郵便業,65～69歳,19.6873,13.3359,249.5839
2014,H,運輸業，郵便業,70歳～,20.6121,16.0854,263.4302
2014,I,卸売業，小売業,年齢計,30.8083,87.1498,456.8492
2014,I,卸売業，小売業,～19歳,16.3212,7.3031,203.1569
2014,I,卸売業，小売業,20～24歳,19.5086,27.8614,261.9643
2014,I,卸売業，小売業,25～29歳,22.9297,58.4198,333.5761
2014,I,卸売業，小売業,30～34歳,26.4444,73.291,390.6234
2014,I,卸売業，小売業,35～39歳,30.5875,86.8188,453.8686
2014,I,卸売業，小売業,40～44歳,34.1164,105.4387,514.8355
2014,I,卸売業，小売業,45～49歳,37.8031,120.0413,573.6781
2014,I,卸売業，小売業,50～54歳,39.2206,126.4241,597.0719
2014,I,卸売業，小売業,55～59歳,38.4446,115.9293,577.2644
2014,I,卸売業，小売業,60～64歳,26.3334,51.0912,367.0921
2014,I,卸売業，小売業,65～69歳,25.0154,26.9736,327.1584
2014,I,卸売業，小売業,70歳～,24.899,23.4708,322.2584
2014,J,金融業，保険業,年齢計,37.1933,137.1695,583.4892
2014,J,金融業，保険業,～19歳,15.36,13.1091,197.4291
2014,J,金融業，保険業,20～24歳,20.8375,38.3306,288.3806
2014,J,金融業，保険業,25～29歳,25.6143,102.0436,409.4149
2014,J,金融業，保険業,30～34歳,30.724,119.304,487.9925
2014,J,金融業，保険業,35～39歳,38.644,139.1198,602.8479
2014,J,金融業，保険業,40～44歳,41.3204,162.0495,657.8941
2014,J,金融業，保険業,45～49歳,46.7312,188.5437,749.3178
2014,J,金融業，保険業,50～54歳,47.5461,180.5265,751.0795
2014,J,金融業，保険業,55～59歳,42.9237,145.1873,660.2717
2014,J,金融業，保険業,60～64歳,31.3354,99.145,475.1697
2014,J,金融業，保険業,65～69歳,34.201,82.1897,492.6013
2014,J,金融業，保険業,70歳～,34.5448,69.4811,484.0183
2014,K,不動産業，物品賃貸業,年齢計,32.192,88.3674,474.6719
2014,K,不動産業，物品賃貸業,～19歳,17.0359,4.3103,208.7416
2014,K,不動産業，物品賃貸業,20～24歳,20.9664,29.7494,281.3465
2014,K,不動産業，物品賃貸業,25～29歳,24.3297,69.5496,361.5054
2014,K,不動産業，物品賃貸業,30～34歳,28.822,85.5723,431.4365
2014,K,不動産業，物品賃貸業,35～39歳,32.5418,95.9196,486.4207
2014,K,不動産業，物品賃貸業,40～44歳,37.1178,113.0694,558.4835
2014,K,不動産業，物品賃貸業,45～49歳,41.3794,133.1223,629.675
2014,K,不動産業，物品賃貸業,50～54歳,41.8438,119.4049,621.531
2014,K,不動産業，物品賃貸業,55～59歳,39.449,105.0815,578.4699
2014,K,不動産業，物品賃貸業,60～64歳,27.1016,46.5723,371.7919
2014,K,不動産業，物品賃貸業,65～69歳,20.0235,15.454,255.7361
2014,K,不動産業，物品賃貸業,70歳～,20.361,19.4025,263.7339
2014,L,学術研究，専門・技術サービス業,年齢計,37.1381,123.2686,568.926
2014,L,学術研究，専門・技術サービス業,～19歳,17.2492,13.301,220.291
2014,L,学術研究，専門・技術サービス業,20～24歳,21.522,31.572,289.8355
2014,L,学術研究，専門・技術サービス業,25～29歳,25.9311,69.4879,380.6605
2014,L,学術研究，専門・技術サービス業,30～34歳,30.9165,92.5437,463.5412
2014,L,学術研究，専門・技術サービス業,35～39歳,35.7429,121.4025,550.3177
2014,L,学術研究，専門・技術サービス業,40～44歳,39.721,147.7589,624.4114
2014,L,学術研究，専門・技術サービス業,45～49歳,45.0839,166.8607,707.8673
2014,L,学術研究，専門・技術サービス業,50～54歳,48.7364,178.9722,763.8093
2014,L,学術研究，専門・技術サービス業,55～59歳,50.3453,186.5135,790.6569
2014,L,学術研究，専門・技術サービス業,60～64歳,37.7808,95.219,548.5887
2014,L,学術研究，専門・技術サービス業,65～69歳,36.4032,80.4419,517.2801
2014,L,学術研究，専門・技術サービス業,70歳～,27.8217,72.7461,406.6068
2014,M,宿泊業，飲食サービス業,年齢計,24.3621,31.4635,323.8087
2014,M,宿泊業，飲食サービス業,～19歳,16.0667,3.0026,195.8034
2014,M,宿泊業，飲食サービス業,20～24歳,17.9764,12.4926,228.209
2014,M,宿泊業，飲食サービス業,25～29歳,20.7774,24.3887,273.7176
2014,M,宿泊業，飲食サービス業,30～34歳,23.7776,31.2211,316.5526
2014,M,宿泊業，飲食サービス業,35～39歳,26.2736,39.4573,354.7403
2014,M,宿泊業，飲食サービス業,40～44歳,27.9803,43.6869,379.4502
2014,M,宿泊業，飲食サービス業,45～49歳,29.0834,45.4196,394.4207
2014,M,宿泊業，飲食サービス業,50～54歳,29.0062,47.5854,395.6599
2014,M,宿泊業，飲食サービス業,55～59歳,26.7059,33.2468,353.717
2014,M,宿泊業，飲食サービス業,60～64歳,21.2977,13.7239,269.2968
2014,M,宿泊業，飲食サービス業,65～69歳,19.2704,8.782,240.0272
2014,M,宿泊業，飲食サービス業,70歳～,18.5423,7.256,229.7632
2014,N,生活関連サービス業，娯楽業,年齢計,25.6831,42.4825,350.6798
2014,N,生活関連サービス業，娯楽業,～19歳,16.8015,3.3766,204.9946
2014,N,生活関連サービス業，娯楽業,20～24歳,18.7933,11.6484,237.1677
2014,N,生活関連サービス業，娯楽業,25～29歳,21.6944,28.0439,288.3767
2014,N,生活関連サービス業，娯楽業,30～34歳,25.1195,40.0845,341.518
2014,N,生活関連サービス業，娯楽業,35～39歳,27.7534,51.3272,384.3679
2014,N,生活関連サービス業，娯楽業,40～44歳,30.3959,60.4843,425.2345
2014,N,生活関連サービス業，娯楽業,45～49歳,31.8335,71.1745,453.1765
2014,N,生活関連サービス業，娯楽業,50～54歳,30.0496,61.9845,422.5799
2014,N,生活関連サービス業，娯楽業,55～59歳,29.1646,58.7857,408.7609
2014,N,生活関連サービス業，娯楽業,60～64歳,21.8701,22.6742,285.1152
2014,N,生活関連サービス業，娯楽業,65～69歳,19.6843,14.1122,250.3237
2014,N,生活関連サービス業，娯楽業,70歳～,24.2785,10.7954,302.1377
2014,O,教育，学習支援業,年齢計,37.7715,130.9746,584.2324
2014,O,教育，学習支援業,～19歳,15.3389,6.8563,190.9228
2014,O,教育，学習支援業,20～24歳,20.5078,36.2806,282.3741
2014,O,教育，学習支援業,25～29歳,24.2782,64.6464,355.9846
2014,O,教育，学習支援業,30～34歳,29.8586,85.3591,443.6627
2014,O,教育，学習支援業,35～39歳,34.6334,107.9966,523.5979
2014,O,教育，学習支援業,40～44歳,39.3158,140.3338,612.1236
2014,O,教育，学習支援業,45～49歳,43.7495,163.7838,688.7777
2014,O,教育，学習支援業,50～54歳,47.5949,184.6712,755.8096
2014,O,教育，学習支援業,55～59歳,51.0524,200.4087,813.0375
2014,O,教育，学習支援業,60～64歳,46.4595,187.4079,744.9219
2014,O,教育，学習支援業,65～69歳,47.7499,174.6668,747.6657
2014,O,教育，学習支援業,70歳～,39.268,120.79,592.006
2014,P,医療，福祉,年齢計,27.6591,66.1556,398.0643
2014,P,医療，福祉,～19歳,16.6113,11.0443,210.3797
2014,P,医療，福祉,20～24歳,20.2514,34.295,277.3118
2014,P,医療，福祉,25～29歳,23.2031,56.4805,334.9172
2014,P,医療，福祉,30～34歳,25.5811,60.258,367.2311
2014,P,医療，福祉,35～39歳,27.8529,68.0126,402.2479
2014,P,医療，福祉,40～44歳,29.3533,74.5369,426.7761
2014,P,医療，福祉,45～49歳,31.1688,80.5611,454.5862
2014,P,医療，福祉,50～54歳,31.4958,80.6303,458.58
2014,P,医療，福祉,55～59歳,32.66,86.8428,478.7633
2014,P,医療，福祉,60～64歳,29.6551,60.9718,416.8329
2014,P,医療，福祉,65～69歳,32.9127,41.1066,436.0585
2014,P,医療，福祉,70歳～,41.9119,55.5945,558.5369
2014,Q,複合サービス事業,年齢計,29.5861,89.1621,444.1956
2014,Q,複合サービス事業,～19歳,15.7856,17.1366,206.5635
2014,Q,複合サービス事業,20～24歳,18.3874,35.2494,255.8982
2014,Q,複合サービス事業,25～29歳,21.4948,56.2016,314.1393
2014,Q,複合サービス事業,30～34歳,23.9622,61.7083,349.2542
2014,Q,複合サービス事業,35～39歳,28.7813,88.5395,433.9147
2014,Q,複合サービス事業,40～44歳,32.3728,107.7337,496.2078
2014,Q,複合サービス事業,45～49歳,34.3602,112.6781,525.001
2014,Q,複合サービス事業,50～54歳,36.4805,119.3281,557.0937
2014,Q,複合サービス事業,55～59歳,36.9168,118.9482,561.9499
2014,Q,複合サービス事業,60～64歳,22.6281,35.7766,307.3135
2014,Q,複合サービス事業,65～69歳,20.6556,18.9511,266.8184
2014,Q,複合サービス事業,70歳～,17.2879,6.7021,214.1564
2014,R,サービス業（他に分類されないもの）,年齢計,25.8209,51.1316,360.9821
2014,R,サービス業（他に分類されないもの）,～19歳,16.6754,6.1423,206.2475
2014,R,サービス業（他に分類されないもの）,20～24歳,19.4182,21.2003,254.2187
2014,R,サービス業（他に分類されないもの）,25～29歳,21.2674,35.8377,291.0465
2014,R,サービス業（他に分類されないもの）,30～34歳,23.9705,45.7904,333.4363
2014,R,サービス業（他に分類されないもの）,35～39歳,26.046,55.7117,368.2638
2014,R,サービス業（他に分類されないもの）,40～44歳,27.7386,59.552,392.4152
2014,R,サービス業（他に分類されないもの）,45～49歳,30.1775,69.0066,431.1364
2014,R,サービス業（他に分類されないもの）,50～54歳,30.6407,70.4801,438.1684
2014,R,サービス業（他に分類されないもの）,55～59歳,29.9421,68.0336,427.3392
2014,R,サービス業（他に分類されないもの）,60～64歳,22.7981,34.1937,307.771
2014,R,サービス業（他に分類されないもの）,65～69歳,19.7037,17.2624,253.7069
2014,R,サービス業（他に分類されないもの）,70歳～,18.0819,7.7314,224.7146
2015,C,鉱業，採石業，砂利採取業,年齢計,30.3249,91.8372,455.7356
2015,C,鉱業，採石業，砂利採取業,～19歳,18.3512,12.6412,232.8553
2015,C,鉱業，採石業，砂利採取業,20～24歳,21.6815,53.162,313.3395
2015,C,鉱業，採石業，砂利採取業,25～29歳,25.477,93.6921,399.4158
2015,C,鉱業，採石業，砂利採取業,30～34歳,27.6359,86.6455,418.2763
2015,C,鉱業，採石業，砂利採取業,35～39歳,29.5409,93.0038,447.4949
2015,C,鉱業，採石業，砂利採取業,40～44歳,30.3212,96.9962,460.8508
2015,C,鉱業，採石業，砂利採取業,45～49歳,32.1785,103.7498,489.8922
2015,C,鉱業，採石業，砂利採取業,50～54歳,36.3069,124.9335,560.6161
2015,C,鉱業，採石業，砂利採取業,55～59歳,34.2749,110.7499,522.0485
2015,C,鉱業，採石業，砂利採取業,60～64歳,27.314,56.7869,384.5551
2015,C,鉱業，採石業，砂利採取業,65～69歳,27.5654,46.8915,377.6767
2015,C,鉱業，採石業，砂利採取業,70歳～,23.2345,19.3809,298.1955
2015,D,建設業,年齢計,32.9089,84.9022,479.8087
2015,D,建設業,～19歳,17.9464,6.7814,222.1381
2015,D,建設業,20～24歳,21.5663,34.898,293.6935
2015,D,建設業,25～29歳,24.7964,70.833,368.3893
2015,D,建設業,30～34歳,29.1866,76.0861,426.3248
2015,D,建設業,35～39歳,31.8879,82.141,464.7961
2015,D,建設業,40～44歳,35.7581,101.549,530.6458
2015,D,建設業,45～49歳,39.2608,114.9663,586.0957
2015,D,建設業,50～54歳,38.9552,109.8011,577.2634
2015,D,建設業,55～59歳,39.8235,107.3358,585.218
2015,D,建設業,60～64歳,31.3061,59.5177,435.1912
2015,D,建設業,65～69歳,27.6254,36.8984,368.4033
2015,D,建設業,70歳～,23.9788,14.8045,302.5499
2015,E,製造業,年齢計,29.4237,99.7506,452.835
2015,E,製造業,～19歳,17.3632,14.0268,222.3851
2015,E,製造業,20～24歳,19.3966,47.939,280.698
2015,E,製造業,25～29歳,22.5715,70.041,340.8985
2015,E,製造業,30～34歳,25.7735,87.2419,396.5236
2015,E,製造業,35～39歳,28.3492,97.1943,437.3846
2015,E,製造業,40～44歳,31.6492,113.1532,492.9441
2015,E,製造業,45～49歳,35.0131,131.2012,551.3584
2015,E,製造業,50～54歳,36.9443,140.1382,583.4702
2015,E,製造業,55～59歳,35.8473,125.8589,556.0261
2015,E,製造業,60～64歳,24.3677,62.4881,354.9011
2015,E,製造業,65～69歳,23.2855,29.3744,308.8003
2015,E,製造業,70歳～,24.3552,29.0091,321.2714
2015,F,電気・ガス・熱供給・水道業,年齢計,41.4816,87.5923,585.3715
2015,F,電気・ガス・熱供給・水道業,～19歳,18.2165,13.3206,231.9185
2015,F,電気・ガス・熱供給・水道業,20～24歳,21.5989,44.4634,303.65
2015,F,電気・ガス・熱供給・水道業,25～29歳,26.8773,65.8086,388.3362
2015,F,電気・ガス・熱供給・水道業,30～34歳,33.012,80.3174,476.461
2015,F,電気・ガス・熱供給・水道業,35～39歳,38.4041,79.4124,540.261
2015,F,電気・ガス・熱供給・水道業,40～44歳,44.9352,93.3728,632.5957
2015,F,電気・ガス・熱供給・水道業,45～49歳,51.1693,101.9755,716.0073
2015,F,電気・ガス・熱供給・水道業,50～54歳,55.4268,109.0823,774.2043
2015,F,電気・ガス・熱供給・水道業,55～59歳,52.3549,116.4622,744.7204
2015,F,電気・ガス・熱供給・水道業,60～64歳,27.9784,78.889,414.6299
2015,F,電気・ガス・熱供給・水道業,65～69歳,24.8824,47.5964,346.1849
2015,F,電気・ガス・熱供給・水道業,70歳～,22.6633,14.8417,286.8017
2015,G,情報通信業,年齢計,38.4169,127.0675,588.0698
2015,G,情報通信業,～19歳,17.316,11.6363,219.4282
2015,G,情報通信業,20～24歳,22.3861,28.2396,296.8726
2015,G,情報通信業,25～29歳,26.7209,77.8389,398.4901
2015,G,情報通信業,30～34歳,30.8516,95.15,465.3691
2015,G,情報通信業,35～39歳,36.7908,120.9758,562.4657
2015,G,情報通信業,40～44歳,42.6235,149.2842,660.7661
2015,G,情報通信業,45～49歳,48.6198,171.4421,754.88
2015,G,情報通信業,50～54歳,55.1801,203.7419,865.9034
2015,G,情報通信業,55～59歳,53.5282,203.684,846.0228
2015,G,情報通信業,60～64歳,30.0683,91.4187,452.2389
2015,G,情報通信業,65～69歳,30.5014,39.3005,405.3173
2015,G,情報通信業,70歳～,34.8574,57.9094,476.1986
2015,H,運輸業，郵便業,年齢計,26.6191,56.2249,375.6539
2015,H,運輸業，郵便業,～19歳,17.8918,10.6582,225.3603
2015,H,運輸業，郵便業,20～24歳,19.5546,38.1422,272.797
2015,H,運輸業，郵便業,25～29歳,23.0562,55.8516,332.526
2015,H,運輸業，郵便業,30～34歳,25.4973,58.966,364.9342
2015,H,運輸業，郵便業,35～39歳,26.9668,59.9393,383.5404
2015,H,運輸業，郵便業,40～44歳,28.4107,61,401.928
2015,H,運輸業，郵便業,45～49歳,29.4057,59.5293,412.3971
2015,H,運輸業，郵便業,50～54歳,29.5533,69.2177,423.8574
2015,H,運輸業，郵便業,55～59歳,29.1827,70.3448,420.5372
2015,H,運輸業，郵便業,60～64歳,22.4049,30.1988,299.0573
2015,H,運輸業，郵便業,65～69歳,19.984,21.3583,261.1663
2015,H,運輸業，郵便業,70歳～,19.1582,15.7892,245.6872
2015,I,卸売業，小売業,年齢計,30.5751,91.2986,458.1997
2015,I,卸売業，小売業,～19歳,15.979,7.2257,198.9742
2015,I,卸売業，小売業,20～24歳,19.6909,28.2232,264.514
2015,I,卸売業，小売業,25～29歳,22.8757,61.4775,335.9855
2015,I,卸売業，小売業,30～34歳,26.3073,76.1962,391.8843
2015,I,卸売業，小売業,35～39歳,29.8544,87.7272,445.9802
2015,I,卸売業，小売業,40～44歳,33.4852,105.0931,506.9159
2015,I,卸売業，小売業,45～49歳,36.9393,126.8184,570.0898
2015,I,卸売業，小売業,50～54歳,39.3337,137.7189,609.7239
2015,I,卸売業，小売業,55～59歳,38.2873,127.3926,586.8396
2015,I,卸売業，小売業,60～64歳,26.4249,50.541,367.6396
2015,I,卸売業，小売業,65～69歳,25.1343,25.9774,327.5886
2015,I,卸売業，小売業,70歳～,25.3789,22.8144,327.3611
2015,J,金融業，保険業,年齢計,38.2155,150.287,608.8736
2015,J,金融業，保険業,～19歳,16.5396,15.127,213.6028
2015,J,金融業，保険業,20～24歳,21.1377,38.7904,292.4426
2015,J,金融業，保険業,25～29歳,25.636,101.4998,409.1314
2015,J,金融業，保険業,30～34歳,32.54,133.0276,523.5073
2015,J,金融業，保険業,35～39歳,37.4755,154.9172,604.6232
2015,J,金融業，保険業,40～44歳,42.1841,167.6845,673.8932
2015,J,金融業，保険業,45～49歳,48.5503,210.8483,793.4521
2015,J,金融業，保険業,50～54歳,50.2362,217.5931,820.4278
2015,J,金融業，保険業,55～59歳,43.3568,161.3487,681.6308
2015,J,金融業，保険業,60～64歳,31.8799,86.546,469.1047
2015,J,金融業，保険業,65～69歳,31.4981,79.439,457.4166
2015,J,金融業，保険業,70歳～,37.3984,94.3882,543.169
2015,K,不動産業，物品賃貸業,年齢計,32.4363,97.7566,486.9924
2015,K,不動産業，物品賃貸業,～19歳,16.9167,9.7325,212.7333
2015,K,不動産業，物品賃貸業,20～24歳,22.0065,32.2435,296.3213
2015,K,不動産業，物品賃貸業,25～29歳,25.4679,76.4416,382.0563
2015,K,不動産業，物品賃貸業,30～34歳,28.6743,90.0848,434.1759
2015,K,不動産業，物品賃貸業,35～39歳,32.4848,102.5709,492.3889
2015,K,不動産業，物品賃貸業,40～44歳,36.9909,126.1807,570.0711
2015,K,不動産業，物品賃貸業,45～49歳,40.3548,140.8188,625.0762
2015,K,不動産業，物品賃貸業,50～54歳,43.327,149.3607,669.2852
2015,K,不動産業，物品賃貸業,55～59歳,41.556,116.367,615.0396
2015,K,不動産業，物品賃貸業,60～64歳,26.1987,53.2777,367.6622
2015,K,不動産業，物品賃貸業,65～69歳,21.7109,26.1921,286.7232
2015,K,不動産業，物品賃貸業,70歳～,20.3457,18.0871,262.2349
2015,L,学術研究，専門・技術サービス業,年齢計,36.7887,121.5719,563.0358
2015,L,学術研究，専門・技術サービス業,～19歳,17.385,19.6705,228.29
