集計年,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2015,E,製造業,09,食料品製造業,20～24歳,17.7758,34.9226,248.232
2015,E,製造業,09,食料品製造業,25～29歳,19.6816,50.9263,287.1055
2015,E,製造業,09,食料品製造業,30～34歳,21.8954,54.155,316.9002
2015,E,製造業,09,食料品製造業,35～39歳,23.3765,65.4332,345.9517
2015,E,製造業,09,食料品製造業,40～44歳,25.6617,67.643,375.5834
2015,E,製造業,09,食料品製造業,45～49歳,24.8174,58.8167,356.6252
2015,E,製造業,09,食料品製造業,50～54歳,25.8249,67.7787,377.677
2015,E,製造業,09,食料品製造業,55～59歳,23.7274,49.4498,334.179
2015,E,製造業,09,食料品製造業,60～64歳,18.7486,22.3034,247.2862
2015,E,製造業,09,食料品製造業,65～69歳,16.363,12.7577,209.1135
2015,E,製造業,09,食料品製造業,70歳～,14.6252,10.5939,186.0966
2015,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,27.3509,83.5884,411.7997
2015,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,17.3584,14.3058,222.6064
2015,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,19.346,47.5961,279.7484
2015,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,22.0277,66.8003,331.1321
2015,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,24.5004,78.2679,372.2732
2015,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,27.2094,86.039,412.5522
2015,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,30.2176,103.1786,465.7893
2015,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,31.4494,108.12,485.5128
2015,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,32.5985,106.0138,497.1959
2015,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,30.4313,89.1252,454.3003
2015,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,23.1327,36.9463,314.5384
2015,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,23.5739,22.842,305.7283
2015,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,25.618,19.132,326.548
2015,E,製造業,11,繊維工業,年齢計,22.3813,50.3581,318.9339
2015,E,製造業,11,繊維工業,～19歳,15.1822,6.2827,188.4694
2015,E,製造業,11,繊維工業,20～24歳,16.7455,27.0571,228.0026
2015,E,製造業,11,繊維工業,25～29歳,18.8855,40.8184,267.4448
2015,E,製造業,11,繊維工業,30～34歳,21.2404,50.7492,305.6342
2015,E,製造業,11,繊維工業,35～39歳,22.6703,55.4415,327.4846
2015,E,製造業,11,繊維工業,40～44歳,25.057,66.7884,367.472
2015,E,製造業,11,繊維工業,45～49歳,26.075,71.9096,384.81
2015,E,製造業,11,繊維工業,50～54歳,24.9025,59.2397,358.0692
2015,E,製造業,11,繊維工業,55～59歳,24.4092,51.1085,344.0193
2015,E,製造業,11,繊維工業,60～64歳,18.9847,28.6777,256.4936
2015,E,製造業,11,繊維工業,65～69歳,17.9808,16.5243,232.2938
2015,E,製造業,11,繊維工業,70歳～,19.8171,19.7564,257.5611
2015,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,23.9405,48.0668,335.3523
2015,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,16.4194,9.5681,206.6014
2015,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,17.8209,31.3033,245.1535
2015,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,20.0898,38.9892,280.0672
2015,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,22.4102,47.2705,316.1927
2015,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,24.2933,53.8286,345.3481
2015,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,26.1894,59.006,373.2787
2015,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,27.1634,59.0073,384.9683
2015,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,27.1776,60.253,386.3839
2015,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,26.4803,53.9448,371.7081
2015,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,22.1329,27.4854,293.08
2015,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,20.2064,17.31,259.787
2015,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,20.5396,13.718,260.1931
2015,E,製造業,13,家具・装備品製造業,年齢計,26.4564,63.5576,381.0343
2015,E,製造業,13,家具・装備品製造業,～19歳,16.7614,11.0142,212.1506
2015,E,製造業,13,家具・装備品製造業,20～24歳,18.0601,32.9188,249.6404
2015,E,製造業,13,家具・装備品製造業,25～29歳,20.5511,45.5473,292.161
2015,E,製造業,13,家具・装備品製造業,30～34歳,23.5371,56.8691,339.3143
2015,E,製造業,13,家具・装備品製造業,35～39歳,25.7455,59.6272,368.5736
2015,E,製造業,13,家具・装備品製造業,40～44歳,29.0074,77.3733,425.4619
2015,E,製造業,13,家具・装備品製造業,45～49歳,31.9601,89.3655,472.8867
2015,E,製造業,13,家具・装備品製造業,50～54歳,30.4199,81.2886,446.3274
2015,E,製造業,13,家具・装備品製造業,55～59歳,32.4354,84.6888,473.9138
2015,E,製造業,13,家具・装備品製造業,60～64歳,22.4018,27.7605,296.5822
2015,E,製造業,13,家具・装備品製造業,65～69歳,20.0152,23.9234,264.1058
2015,E,製造業,13,家具・装備品製造業,70歳～,22.7606,19.3343,292.4616
2015,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,27.6482,82.125,413.9038
2015,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,17.9543,10.894,226.3461
2015,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,18.5401,42.4676,264.9488
2015,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,21.4528,60.7885,318.2217
2015,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,24.3542,77.8641,370.1147
2015,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,25.9228,79.8032,390.8773
2015,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,30.0347,98.4323,458.8488
2015,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,32.6074,102.9994,494.2882
2015,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,33.8072,104.5793,510.2662
2015,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,33.248,103.9182,502.8944
2015,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,24.972,57.826,357.4902
2015,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,25.6671,30.953,338.958
2015,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,18.8881,12.4734,239.1307
2015,E,製造業,15,印刷・同関連業,年齢計,30.7231,77.0547,445.7322
2015,E,製造業,15,印刷・同関連業,～19歳,17.3947,10.5343,219.2711
2015,E,製造業,15,印刷・同関連業,20～24歳,19.878,34.4125,272.948
2015,E,製造業,15,印刷・同関連業,25～29歳,22.6769,50.1245,322.2476
2015,E,製造業,15,印刷・同関連業,30～34歳,27.6138,72.2492,403.6146
2015,E,製造業,15,印刷・同関連業,35～39歳,27.4531,63.0901,392.5271
2015,E,製造業,15,印刷・同関連業,40～44歳,32.6843,89.5098,481.7213
2015,E,製造業,15,印刷・同関連業,45～49歳,35.9496,109.2585,540.6536
2015,E,製造業,15,印刷・同関連業,50～54歳,37.5634,96.959,547.7195
2015,E,製造業,15,印刷・同関連業,55～59歳,37.9702,94.4448,550.0877
2015,E,製造業,15,印刷・同関連業,60～64歳,25.5928,29.4531,336.5663
2015,E,製造業,15,印刷・同関連業,65～69歳,24.4205,8.8693,301.9147
2015,E,製造業,15,印刷・同関連業,70歳～,27.7256,11.3525,344.0595
2015,E,製造業,16,化学工業,年齢計,34.4345,141.5744,554.789
2015,E,製造業,16,化学工業,～19歳,17.7271,16.236,228.9608
2015,E,製造業,16,化学工業,20～24歳,20.3423,62.1288,306.2369
2015,E,製造業,16,化学工業,25～29歳,25.192,88.805,391.1094
2015,E,製造業,16,化学工業,30～34歳,28.7055,110.1041,454.5698
2015,E,製造業,16,化学工業,35～39歳,32.1378,129.7972,515.4506
2015,E,製造業,16,化学工業,40～44歳,36.7236,153.7955,594.4788
2015,E,製造業,16,化学工業,45～49歳,40.6735,183.6673,671.7498
2015,E,製造業,16,化学工業,50～54歳,44.1214,196.6461,726.1026
2015,E,製造業,16,化学工業,55～59歳,46.5838,210.6956,769.7009
2015,E,製造業,16,化学工業,60～64歳,30.6852,103.3804,471.6032
2015,E,製造業,16,化学工業,65～69歳,30.1322,127.4419,489.0283
2015,E,製造業,16,化学工業,70歳～,38.0373,205.5768,662.0244
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,26.6799,72.9566,393.1155
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,17.1493,11.6596,217.4511
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,18.6125,40.2944,263.6439
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,21.5788,56.5072,315.4523
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,24.4494,70.6099,364.0027
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,26.859,80.1222,402.4307
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,29.0075,88.2135,436.3035
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,30.3611,88.2958,452.6288
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,32.2519,96.4278,483.4503
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,31.9246,85.0055,468.1007
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,23.0544,41.9646,318.6175
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,24.5307,24.8373,319.2054
2015,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,18.6023,12.8537,236.0816
2015,E,製造業,19,ゴム製品製造業,年齢計,27.8943,98.2264,432.9574
2015,E,製造業,19,ゴム製品製造業,～19歳,17.1614,10.6387,216.5759
2015,E,製造業,19,ゴム製品製造業,20～24歳,19.0366,51.7149,280.1546
2015,E,製造業,19,ゴム製品製造業,25～29歳,22.0434,67.0134,331.5344
2015,E,製造業,19,ゴム製品製造業,30～34歳,25.0654,86.9778,387.7622
2015,E,製造業,19,ゴム製品製造業,35～39歳,27.0157,96.4902,420.6788
2015,E,製造業,19,ゴム製品製造業,40～44歳,29.5239,111.6501,465.9373
2015,E,製造業,19,ゴム製品製造業,45～49歳,31.8958,125.0536,507.803
2015,E,製造業,19,ゴム製品製造業,50～54歳,34.3441,126.7311,538.8602
2015,E,製造業,19,ゴム製品製造業,55～59歳,37.9658,157.2853,612.8751
2015,E,製造業,19,ゴム製品製造業,60～64歳,23.3226,57.9926,337.864
2015,E,製造業,19,ゴム製品製造業,65～69歳,23.1424,23.631,301.3401
2015,E,製造業,19,ゴム製品製造業,70歳～,20.0391,22.8142,263.2837
2015,E,製造業,21,窯業・土石製品製造業,年齢計,28.7809,80.244,425.6146
2015,E,製造業,21,窯業・土石製品製造業,～19歳,17.7211,11.4794,224.1328
2015,E,製造業,21,窯業・土石製品製造業,20～24歳,19.495,46.0976,280.0379
2015,E,製造業,21,窯業・土石製品製造業,25～29歳,21.9722,57.0253,320.6915
2015,E,製造業,21,窯業・土石製品製造業,30～34歳,25.0097,72.3586,372.4755
2015,E,製造業,21,窯業・土石製品製造業,35～39歳,27.1694,80.8886,406.9209
2015,E,製造業,21,窯業・土石製品製造業,40～44歳,30.2846,90.7703,454.1858
2015,E,製造業,21,窯業・土石製品製造業,45～49歳,33.077,104.5491,501.4737
2015,E,製造業,21,窯業・土石製品製造業,50～54歳,35.0354,103.2338,523.6592
2015,E,製造業,21,窯業・土石製品製造業,55～59歳,33.8851,95.5975,502.2189
2015,E,製造業,21,窯業・土石製品製造業,60～64歳,24.0724,41.3219,330.1909
2015,E,製造業,21,窯業・土石製品製造業,65～69歳,22.1595,24.5252,290.4393
2015,E,製造業,21,窯業・土石製品製造業,70歳～,24.8819,22.9308,321.5142
2015,E,製造業,22,鉄鋼業,年齢計,30.0774,115.6036,476.5326
2015,E,製造業,22,鉄鋼業,～19歳,17.9242,12.6102,227.7005
2015,E,製造業,22,鉄鋼業,20～24歳,20.5608,59.0247,305.7548
2015,E,製造業,22,鉄鋼業,25～29歳,23.8111,86.1078,371.8405
2015,E,製造業,22,鉄鋼業,30～34歳,27.3217,102.833,430.6939
2015,E,製造業,22,鉄鋼業,35～39歳,29.8516,112.5299,470.7486
2015,E,製造業,22,鉄鋼業,40～44歳,33.552,134.3898,537.0134
2015,E,製造業,22,鉄鋼業,45～49歳,37.6043,159.8322,611.0837
2015,E,製造業,22,鉄鋼業,50～54歳,38.9495,165.8342,633.2282
2015,E,製造業,22,鉄鋼業,55～59歳,38.8166,163.7915,629.5903
2015,E,製造業,22,鉄鋼業,60～64歳,24.7309,99.6314,396.4028
2015,E,製造業,22,鉄鋼業,65～69歳,23.3803,49.4712,330.0345
2015,E,製造業,22,鉄鋼業,70歳～,27.0901,55.6609,380.7425
2015,E,製造業,23,非鉄金属製造業,年齢計,30.4876,105.6954,471.5463
2015,E,製造業,23,非鉄金属製造業,～19歳,17.3363,12.2742,220.3101
2015,E,製造業,23,非鉄金属製造業,20～24歳,19.6169,47.0834,282.4866
2015,E,製造業,23,非鉄金属製造業,25～29歳,23.0947,71.5716,348.7085
2015,E,製造業,23,非鉄金属製造業,30～34歳,25.8296,88.152,398.1072
2015,E,製造業,23,非鉄金属製造業,35～39歳,28.8718,99.9923,446.4544
2015,E,製造業,23,非鉄金属製造業,40～44歳,32.3146,119.9353,507.7102
2015,E,製造業,23,非鉄金属製造業,45～49歳,36.0482,139.5277,572.1057
2015,E,製造業,23,非鉄金属製造業,50～54歳,38.1515,145.0299,602.8474
2015,E,製造業,23,非鉄金属製造業,55～59歳,37.4773,133.4533,583.1806
2015,E,製造業,23,非鉄金属製造業,60～64歳,25.9224,63.6945,374.7636
2015,E,製造業,23,非鉄金属製造業,65～69歳,24.7572,37.2105,334.2966
2015,E,製造業,23,非鉄金属製造業,70歳～,21.0883,27.308,280.3672
2015,E,製造業,24,金属製品製造業,年齢計,26.9263,69.3662,392.4822
2015,E,製造業,24,金属製品製造業,～19歳,17.4609,14.7115,224.2419
2015,E,製造業,24,金属製品製造業,20～24歳,18.8985,38.3353,265.1175
2015,E,製造業,24,金属製品製造業,25～29歳,21.507,54.7502,312.8347
2015,E,製造業,24,金属製品製造業,30～34歳,23.9238,67.0422,354.128
2015,E,製造業,24,金属製品製造業,35～39歳,26.418,69.6575,386.6729
2015,E,製造業,24,金属製品製造業,40～44歳,29.5279,82.4401,436.7753
2015,E,製造業,24,金属製品製造業,45～49歳,31.1467,84.0815,457.8419
2015,E,製造業,24,金属製品製造業,50～54歳,32.1684,96.9313,482.9515
2015,E,製造業,24,金属製品製造業,55～59歳,32.9055,91.0893,485.9551
2015,E,製造業,24,金属製品製造業,60～64歳,24.6392,51.345,347.0154
2015,E,製造業,24,金属製品製造業,65～69歳,26.6863,26.7907,347.0269
2015,E,製造業,24,金属製品製造業,70歳～,23.62,15.5115,298.952
2015,E,製造業,25,はん用機械器具製造業,年齢計,31.9039,123.5679,506.4142
2015,E,製造業,25,はん用機械器具製造業,～19歳,17.7578,14.3147,227.408
2015,E,製造業,25,はん用機械器具製造業,20～24歳,20.2994,51.5587,295.1519
2015,E,製造業,25,はん用機械器具製造業,25～29歳,23.4653,83.8098,365.393
2015,E,製造業,25,はん用機械器具製造業,30～34歳,27.9344,103.3509,438.5635
2015,E,製造業,25,はん用機械器具製造業,35～39歳,30.8316,117.6603,487.6397
2015,E,製造業,25,はん用機械器具製造業,40～44歳,33.5843,133.754,536.7655
2015,E,製造業,25,はん用機械器具製造業,45～49歳,39.8079,175.3858,653.081
2015,E,製造業,25,はん用機械器具製造業,50～54歳,42.09,181.3812,686.4618
2015,E,製造業,25,はん用機械器具製造業,55～59歳,39.9101,167.0296,645.9508
2015,E,製造業,25,はん用機械器具製造業,60～64歳,26.4575,90.2383,407.7288
2015,E,製造業,25,はん用機械器具製造業,65～69歳,24.9321,37.3767,336.5621
2015,E,製造業,25,はん用機械器具製造業,70歳～,25.0288,42.3431,342.6891
2015,E,製造業,26,生産用機械器具製造業,年齢計,30.6076,100.5148,467.8058
2015,E,製造業,26,生産用機械器具製造業,～19歳,17.5683,15.4809,226.3008
2015,E,製造業,26,生産用機械器具製造業,20～24歳,19.7287,52.1948,288.9396
2015,E,製造業,26,生産用機械器具製造業,25～29歳,22.6483,72.2812,344.061
2015,E,製造業,26,生産用機械器具製造業,30～34歳,26.2025,90.58,405.0105
2015,E,製造業,26,生産用機械器具製造業,35～39歳,29.4897,102.46,456.3366
2015,E,製造業,26,生産用機械器具製造業,40～44歳,32.0221,109.3801,493.6452
2015,E,製造業,26,生産用機械器具製造業,45～49歳,36.5153,130.1616,568.3448
2015,E,製造業,26,生産用機械器具製造業,50～54歳,38.9987,137.7884,605.7733
2015,E,製造業,26,生産用機械器具製造業,55～59歳,39.9476,123.4153,602.787
2015,E,製造業,26,生産用機械器具製造業,60～64歳,28.4805,79.8629,421.6292
2015,E,製造業,26,生産用機械器具製造業,65～69歳,27.6119,43.2255,374.568
2015,E,製造業,26,生産用機械器具製造業,70歳～,26.3371,39.1718,355.2173
2015,E,製造業,27,業務用機械器具製造業,年齢計,32.4596,116.5394,506.0551
2015,E,製造業,27,業務用機械器具製造業,～19歳,17.0779,14.8975,219.8323
2015,E,製造業,27,業務用機械器具製造業,20～24歳,20.2272,48.5246,291.2509
2015,E,製造業,27,業務用機械器具製造業,25～29歳,23.649,81.4063,365.1948
2015,E,製造業,27,業務用機械器具製造業,30～34歳,27.9466,100.9591,436.3181
2015,E,製造業,27,業務用機械器具製造業,35～39歳,30.275,110.9583,474.2585
2015,E,製造業,27,業務用機械器具製造業,40～44歳,32.9213,124.261,519.3162
2015,E,製造業,27,業務用機械器具製造業,45～49歳,36.7385,144.0199,584.8822
2015,E,製造業,27,業務用機械器具製造業,50～54歳,40.2123,164.8014,647.3489
2015,E,製造業,27,業務用機械器具製造業,55～59歳,41.2347,153.614,648.4307
2015,E,製造業,27,業務用機械器具製造業,60～64歳,28.4688,48.2694,389.8949
2015,E,製造業,27,業務用機械器具製造業,65～69歳,28.8966,52.1224,398.881
2015,E,製造業,27,業務用機械器具製造業,70歳～,77.5943,21.0823,952.2135
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,年齢計,30.3622,112.5784,476.9243
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,～19歳,17.3622,15.057,223.403
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,20～24歳,19.8319,49.7017,287.685
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,25～29歳,22.3277,71.045,338.9776
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,30～34歳,25.2246,89.6594,392.3545
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,35～39歳,28.1658,101.962,439.9517
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,40～44歳,31.3122,118.6986,494.4452
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,45～49歳,35.0761,136.0672,556.9809
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,50～54歳,37.823,156.0451,609.9212
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,55～59歳,36.0628,143.2787,576.0325
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,60～64歳,23.2342,55.7704,334.5804
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,65～69歳,26.1056,24.1325,337.3991
2015,E,製造業,28,電子部品・デバイス・電子回路製造業,70歳～,17.8533,26.779,241.019
2015,E,製造業,29,電気機械器具製造業,年齢計,31.5438,118.7452,497.2706
2015,E,製造業,29,電気機械器具製造業,～19歳,17.2658,12.6309,219.8209
2015,E,製造業,29,電気機械器具製造業,20～24歳,19.8425,51.2552,289.3654
2015,E,製造業,29,電気機械器具製造業,25～29歳,22.9727,73.4434,349.1155
2015,E,製造業,29,電気機械器具製造業,30～34歳,26.003,86.9316,398.9681
2015,E,製造業,29,電気機械器具製造業,35～39歳,29.1646,103.4673,453.4429
2015,E,製造業,29,電気機械器具製造業,40～44歳,32.474,125.689,515.3764
2015,E,製造業,29,電気機械器具製造業,45～49歳,37.2906,156.694,604.1813
2015,E,製造業,29,電気機械器具製造業,50～54歳,39.832,165.563,643.5465
2015,E,製造業,29,電気機械器具製造業,55～59歳,39.758,165.3136,642.4093
2015,E,製造業,29,電気機械器具製造業,60～64歳,25.8545,81.3809,391.6351
2015,E,製造業,29,電気機械器具製造業,65～69歳,24.0913,39.2796,328.3751
2015,E,製造業,29,電気機械器具製造業,70歳～,33.2403,48.5679,447.4517
2015,E,製造業,30,情報通信機械器具製造業,年齢計,37.4383,148.6108,597.87
2015,E,製造業,30,情報通信機械器具製造業,～19歳,16.9168,21.1118,224.113
2015,E,製造業,30,情報通信機械器具製造業,20～24歳,19.8396,49.8817,287.9572
2015,E,製造業,30,情報通信機械器具製造業,25～29歳,24.317,80.7784,372.5821
2015,E,製造業,30,情報通信機械器具製造業,30～34歳,28.4836,105.1633,446.9666
2015,E,製造業,30,情報通信機械器具製造業,35～39歳,35.2577,137.1568,560.2492
2015,E,製造業,30,情報通信機械器具製造業,40～44歳,36.0728,145.9601,578.8343
2015,E,製造業,30,情報通信機械器具製造業,45～49歳,42.9522,179.276,694.7028
2015,E,製造業,30,情報通信機械器具製造業,50～54歳,47.12,201.8721,767.3118
2015,E,製造業,30,情報通信機械器具製造業,55～59歳,47.5647,195.2729,766.0498
2015,E,製造業,30,情報通信機械器具製造業,60～64歳,28.6832,83.5167,427.7149
2015,E,製造業,30,情報通信機械器具製造業,65～69歳,23.9958,36.8642,324.8135
2015,E,製造業,30,情報通信機械器具製造業,70歳～,24.6228,49.8448,345.3179
2015,E,製造業,31,輸送用機械器具製造業,年齢計,31.6519,132.8797,512.7022
2015,E,製造業,31,輸送用機械器具製造業,～19歳,18.0242,21.4693,237.7596
2015,E,製造業,31,輸送用機械器具製造業,20～24歳,20.1712,60.5206,302.5748
2015,E,製造業,31,輸送用機械器具製造業,25～29歳,23.8716,85.1741,371.6329
2015,E,製造業,31,輸送用機械器具製造業,30～34歳,27.3017,113.974,441.5939
2015,E,製造業,31,輸送用機械器具製造業,35～39歳,30.4298,126.7317,491.8897
2015,E,製造業,31,輸送用機械器具製造業,40～44歳,35.2805,156.2407,579.6066
2015,E,製造業,31,輸送用機械器具製造業,45～49歳,39.5081,180.4225,654.5193
2015,E,製造業,31,輸送用機械器具製造業,50～54歳,42.3985,205.618,714.3996
2015,E,製造業,31,輸送用機械器具製造業,55～59歳,40.3414,174.2346,658.3318
2015,E,製造業,31,輸送用機械器具製造業,60～64歳,25.8944,104.0957,414.8279
2015,E,製造業,31,輸送用機械器具製造業,65～69歳,24.4029,20.7485,313.5838
2015,E,製造業,31,輸送用機械器具製造業,70歳～,27.6933,37.3181,369.6374
2015,E,製造業,32,その他の製造業,年齢計,28.9452,91.0128,438.355
2015,E,製造業,32,その他の製造業,～19歳,16.665,12.072,212.052
2015,E,製造業,32,その他の製造業,20～24歳,19.4714,37.3971,271.0541
2015,E,製造業,32,その他の製造業,25～29歳,22.526,64.9715,335.2834
2015,E,製造業,32,その他の製造業,30～34歳,24.684,75.0568,371.2645
2015,E,製造業,32,その他の製造業,35～39歳,27.5873,85.4078,416.4559
2015,E,製造業,32,その他の製造業,40～44歳,29.9784,96.5726,456.3132
2015,E,製造業,32,その他の製造業,45～49歳,32.4308,114.4921,503.6613
2015,E,製造業,32,その他の製造業,50～54歳,36.4316,129.1617,566.3414
2015,E,製造業,32,その他の製造業,55～59歳,37.3043,125.1972,572.849
2015,E,製造業,32,その他の製造業,60～64歳,25.316,59.802,363.5938
2015,E,製造業,32,その他の製造業,65～69歳,21.3517,27.0275,283.2476
2015,E,製造業,32,その他の製造業,70歳～,19.0606,27.2842,256.0112
2015,G,情報通信業,39,情報サービス業,年齢計,37.9032,116.5408,571.3787
2015,G,情報通信業,39,情報サービス業,～19歳,17.5049,10.6422,220.7006
2015,G,情報通信業,39,情報サービス業,20～24歳,22.4413,29.6463,298.9424
2015,G,情報通信業,39,情報サービス業,25～29歳,26.7095,71.5728,392.0863
2015,G,情報通信業,39,情報サービス業,30～34歳,30.492,87.0007,452.905
2015,G,情報通信業,39,情報サービス業,35～39歳,36.937,116.2704,559.5147
2015,G,情報通信業,39,情報サービス業,40～44歳,42.0605,140.0563,644.782
2015,G,情報通信業,39,情報サービス業,45～49歳,47.3817,155.9982,724.5787
2015,G,情報通信業,39,情報サービス業,50～54歳,52.9726,182.1359,817.8066
2015,G,情報通信業,39,情報サービス業,55～59歳,51.1506,161.9999,775.8074
2015,G,情報通信業,39,情報サービス業,60～64歳,33.7639,83.1454,488.3123
2015,G,情報通信業,39,情報サービス業,65～69歳,30.4394,17.8138,383.0871
2015,G,情報通信業,39,情報サービス業,70歳～,24.5086,4.6429,298.7457
2015,I,卸売業，小売業,I1,卸売業,年齢計,34.2519,117.6839,528.7072
2015,I,卸売業，小売業,I1,卸売業,～19歳,16.3699,11.0557,207.4946
2015,I,卸売業，小売業,I1,卸売業,20～24歳,20.9053,35.473,286.3361
2015,I,卸売業，小売業,I1,卸売業,25～29歳,24.2345,76.7421,367.5565
2015,I,卸売業，小売業,I1,卸売業,30～34歳,27.9026,89.988,424.8191
2015,I,卸売業，小売業,I1,卸売業,35～39歳,31.9309,105.8323,489.003
2015,I,卸売業，小売業,I1,卸売業,40～44歳,36.328,126.5078,562.444
2015,I,卸売業，小売業,I1,卸売業,45～49歳,41.273,160.2303,655.506
2015,I,卸売業，小売業,I1,卸売業,50～54歳,44.9524,177.9134,717.3421
2015,I,卸売業，小売業,I1,卸売業,55～59歳,43.8216,166.0701,691.9299
2015,I,卸売業，小売業,I1,卸売業,60～64歳,28.9493,64.6191,412.0104
2015,I,卸売業，小売業,I1,卸売業,65～69歳,26.9636,32.5651,356.128
2015,I,卸売業，小売業,I1,卸売業,70歳～,27.0402,25.4832,349.9659
2015,I,卸売業，小売業,I2,小売業,年齢計,26.1826,59.7774,373.9687
2015,I,卸売業，小売業,I2,小売業,～19歳,15.8251,5.7246,195.6253
2015,I,卸売業，小売業,I2,小売業,20～24歳,18.8309,23.1001,249.0705
2015,I,卸売業，小売業,I2,小売業,25～29歳,21.5628,46.77,305.523
2015,I,卸売業，小売業,I2,小売業,30～34歳,24.5952,61.3904,356.5327
2015,I,卸売業，小売業,I2,小売業,35～39歳,27.4341,66.6228,395.8325
2015,I,卸売業，小売業,I2,小売業,40～44歳,29.5479,75.3998,429.974
2015,I,卸売業，小売業,I2,小売業,45～49歳,30.4878,77.095,442.9483
2015,I,卸売業，小売業,I2,小売業,50～54歳,31.1802,79.3762,453.5386
2015,I,卸売業，小売業,I2,小売業,55～59歳,30.0991,70.1409,431.3297
2015,I,卸売業，小売業,I2,小売業,60～64歳,23.4006,33.6783,314.4857
2015,I,卸売業，小売業,I2,小売業,65～69歳,22.238,15.5423,282.3982
2015,I,卸売業，小売業,I2,小売業,70歳～,22.9767,18.9232,294.6432
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,38.2095,111.498,570.0115
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,16.971,23.2857,226.9371
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,21.4482,25.2573,282.6356
