集計年,都道府県コード,都道府県名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2015,15,新潟県,30～34歳,23.33,57.83,337.79
2015,15,新潟県,35～39歳,25.25,64.33,367.33
2015,15,新潟県,40～44歳,27.18,72.33,398.49
2015,15,新潟県,45～49歳,29.55,77.65,432.25
2015,15,新潟県,50～54歳,30.08,82.91,443.87
2015,15,新潟県,55～59歳,31.15,80.2,454
2015,15,新潟県,60～64歳,23.78,39.02,324.38
2015,15,新潟県,65～69歳,22.27,27.29,294.53
2015,15,新潟県,70歳～,26.96,31.59,355.11
2015,16,富山県,年齢計,26.94,77.02,400.3
2015,16,富山県,～19歳,17.51,13.94,224.06
2015,16,富山県,20～24歳,19.34,40.24,272.32
2015,16,富山県,25～29歳,21.77,64.44,325.68
2015,16,富山県,30～34歳,24.54,73.93,368.41
2015,16,富山県,35～39歳,26.26,78.13,393.25
2015,16,富山県,40～44歳,29.14,88.95,438.63
2015,16,富山県,45～49歳,30.14,95.1,456.78
2015,16,富山県,50～54歳,32.53,100.11,490.47
2015,16,富山県,55～59歳,32.54,101.79,492.27
2015,16,富山県,60～64歳,24.67,47.09,343.13
2015,16,富山県,65～69歳,23.57,27.22,310.06
2015,16,富山県,70歳～,24.78,30.58,327.94
2015,17,石川県,年齢計,27.26,77.04,404.16
2015,17,石川県,～19歳,17.37,13.9,222.34
2015,17,石川県,20～24歳,19.05,36.52,265.12
2015,17,石川県,25～29歳,22,60.53,324.53
2015,17,石川県,30～34歳,24.24,68.91,359.79
2015,17,石川県,35～39歳,27.18,79.29,405.45
2015,17,石川県,40～44歳,29.49,89.37,443.25
2015,17,石川県,45～49歳,31.79,98.97,480.45
2015,17,石川県,50～54歳,33.65,107.61,511.41
2015,17,石川県,55～59歳,33.41,101.21,502.13
2015,17,石川県,60～64歳,24.03,44.1,332.46
2015,17,石川県,65～69歳,20.31,27.7,271.42
2015,17,石川県,70歳～,21.82,23.93,285.77
2015,18,福井県,年齢計,26.91,72.96,395.88
2015,18,福井県,～19歳,17.73,11.57,224.33
2015,18,福井県,20～24歳,19.08,35.05,264.01
2015,18,福井県,25～29歳,21.61,57.71,317.03
2015,18,福井県,30～34歳,24.33,64.64,356.6
2015,18,福井県,35～39歳,27.05,75.71,400.31
2015,18,福井県,40～44歳,28.28,84.67,424.03
2015,18,福井県,45～49歳,30.56,94.02,460.74
2015,18,福井県,50～54歳,32.76,91,484.12
2015,18,福井県,55～59歳,31.13,93.17,466.73
2015,18,福井県,60～64歳,25.55,51.93,358.53
2015,18,福井県,65～69歳,24.97,34.11,333.75
2015,18,福井県,70歳～,22.33,35.42,303.38
2015,19,山梨県,年齢計,28.17,74.02,412.06
2015,19,山梨県,～19歳,17.77,9.07,222.31
2015,19,山梨県,20～24歳,19.78,34.34,271.7
2015,19,山梨県,25～29歳,22.54,55.92,326.4
2015,19,山梨県,30～34歳,25.39,65.34,370.02
2015,19,山梨県,35～39歳,27.91,77.55,412.47
2015,19,山梨県,40～44歳,30.14,81.79,443.47
2015,19,山梨県,45～49歳,33.07,97.8,494.64
2015,19,山梨県,50～54歳,34.37,107.1,519.54
2015,19,山梨県,55～59歳,32.37,84.35,472.79
2015,19,山梨県,60～64歳,25.04,47.07,347.55
2015,19,山梨県,65～69歳,23.18,41.22,319.38
2015,19,山梨県,70歳～,21.36,21.93,278.25
2015,20,長野県,年齢計,27.49,77.06,406.94
2015,20,長野県,～19歳,17.53,11.4,221.76
2015,20,長野県,20～24歳,19.11,35.9,265.22
2015,20,長野県,25～29歳,21.98,60.72,324.48
2015,20,長野県,30～34歳,24.88,68.83,367.39
2015,20,長野県,35～39歳,27.04,80.43,404.91
2015,20,長野県,40～44歳,29.79,87.09,444.57
2015,20,長野県,45～49歳,30.92,97.28,468.32
2015,20,長野県,50～54歳,33.18,108.87,507.03
2015,20,長野県,55～59歳,32.74,93.67,486.55
2015,20,長野県,60～64歳,24.31,44.61,336.33
2015,20,長野県,65～69歳,23.49,23.08,304.96
2015,20,長野県,70歳～,19.33,18.19,250.15
2015,21,岐阜県,年齢計,27.45,72.34,401.74
2015,21,岐阜県,～19歳,17.08,9.41,214.37
2015,21,岐阜県,20～24歳,18.72,32.92,257.56
2015,21,岐阜県,25～29歳,22.1,55.68,320.88
2015,21,岐阜県,30～34歳,25.84,69.56,379.64
2015,21,岐阜県,35～39歳,27.76,76.85,409.97
2015,21,岐阜県,40～44歳,29.87,83.83,442.27
2015,21,岐阜県,45～49歳,31.69,92.75,473.03
2015,21,岐阜県,50～54歳,32.9,95.82,490.62
2015,21,岐阜県,55～59歳,32.95,93.41,488.81
2015,21,岐阜県,60～64歳,24.64,46.85,342.53
2015,21,岐阜県,65～69歳,21.69,25.65,285.93
2015,21,岐阜県,70歳～,21.39,24.84,281.52
2015,22,静岡県,年齢計,28.5,79.16,421.16
2015,22,静岡県,～19歳,17.27,10.25,217.49
2015,22,静岡県,20～24歳,19.58,39.59,274.55
2015,22,静岡県,25～29歳,22.86,64.39,338.71
2015,22,静岡県,30～34歳,26.3,81.72,397.32
2015,22,静岡県,35～39歳,28.44,84.22,425.5
2015,22,静岡県,40～44歳,31.08,86.33,459.29
2015,22,静岡県,45～49歳,32.17,97.14,483.18
2015,22,静岡県,50～54歳,34.11,108.64,517.96
2015,22,静岡県,55～59歳,33.79,93.55,499.03
2015,22,静岡県,60～64歳,25.35,49.06,353.26
2015,22,静岡県,65～69歳,24.49,31.09,324.97
2015,22,静岡県,70歳～,32.13,17.58,403.14
2015,23,愛知県,年齢計,31.16,109.6,483.52
2015,23,愛知県,～19歳,17.89,20.06,234.74
2015,23,愛知県,20～24歳,20.88,45.83,296.39
2015,23,愛知県,25～29歳,23.85,75.85,362.05
2015,23,愛知県,30～34歳,27.8,97.28,430.88
2015,23,愛知県,35～39歳,31.13,110.41,483.97
2015,23,愛知県,40～44歳,34.69,129.88,546.16
2015,23,愛知県,45～49歳,37.85,148.47,602.67
2015,23,愛知県,50～54歳,38.99,154.16,622.04
2015,23,愛知県,55～59歳,39.2,145.99,616.39
2015,23,愛知県,60～64歳,26.93,86.52,409.68
2015,23,愛知県,65～69歳,23.74,40.68,325.56
2015,23,愛知県,70歳～,25.47,22.26,327.9
2015,24,三重県,年齢計,28.9,83.58,430.38
2015,24,三重県,～19歳,17.54,11.82,222.3
2015,24,三重県,20～24歳,20.05,39.38,279.98
2015,24,三重県,25～29歳,23.3,63.67,343.27
2015,24,三重県,30～34歳,25.96,71.97,383.49
2015,24,三重県,35～39歳,28.45,85.87,427.27
2015,24,三重県,40～44歳,31.14,97.72,471.4
2015,24,三重県,45～49歳,33.93,108.23,515.39
2015,24,三重県,50～54歳,34.79,114.45,531.93
2015,24,三重県,55～59歳,34.66,110.1,526.02
2015,24,三重県,60～64歳,25.15,49.39,351.19
2015,24,三重県,65～69歳,24.13,22.92,312.48
2015,24,三重県,70歳～,30.45,17.63,383.03
2015,25,滋賀県,年齢計,29.33,82.09,434.05
2015,25,滋賀県,～19歳,17.94,13.48,228.76
2015,25,滋賀県,20～24歳,20.26,37.06,280.18
2015,25,滋賀県,25～29歳,22.88,60.28,334.84
2015,25,滋賀県,30～34歳,26.53,74.84,393.2
2015,25,滋賀県,35～39歳,29.37,84.71,437.15
2015,25,滋賀県,40～44歳,31.54,97.69,476.17
2015,25,滋賀県,45～49歳,34.25,105.69,516.69
2015,25,滋賀県,50～54歳,36.56,116.72,555.44
2015,25,滋賀県,55～59歳,35.26,98.35,521.47
2015,25,滋賀県,60～64歳,25.28,43.07,346.43
2015,25,滋賀県,65～69歳,23.77,31.11,316.35
2015,25,滋賀県,70歳～,23.85,28.61,314.81
2015,26,京都府,年齢計,30.2,82.92,445.32
2015,26,京都府,～19歳,17.31,15.65,223.37
2015,26,京都府,20～24歳,20.38,38.34,282.9
2015,26,京都府,25～29歳,23.05,66.98,343.58
2015,26,京都府,30～34歳,26.31,72.49,388.21
2015,26,京都府,35～39歳,29.71,85.66,442.18
2015,26,京都府,40～44歳,31.54,89.82,468.3
2015,26,京都府,45～49歳,35.35,104.03,528.23
2015,26,京都府,50～54歳,37.5,114.98,564.98
2015,26,京都府,55～59歳,37.56,106.03,556.75
2015,26,京都府,60～64歳,28.2,56.77,395.17
2015,26,京都府,65～69歳,24.77,38.82,336.06
2015,26,京都府,70歳～,29.28,32.75,384.11
2015,27,大阪府,年齢計,32.2,91.31,477.71
2015,27,大阪府,～19歳,17.54,7.14,217.62
2015,27,大阪府,20～24歳,20.72,33.23,281.87
2015,27,大阪府,25～29歳,24.65,62.24,358.04
2015,27,大阪府,30～34歳,28.25,75.93,414.93
2015,27,大阪府,35～39歳,31.32,90.86,466.7
2015,27,大阪府,40～44歳,35.08,108.41,529.37
2015,27,大阪府,45～49歳,37.74,116.93,569.81
2015,27,大阪府,50～54歳,39.79,127.65,605.13
2015,27,大阪府,55～59歳,41.36,128.35,624.67
2015,27,大阪府,60～64歳,29.23,68.87,419.63
2015,27,大阪府,65～69歳,26.23,27.99,342.75
2015,27,大阪府,70歳～,24.16,32,321.92
2015,28,兵庫県,年齢計,29.64,84.67,440.35
2015,28,兵庫県,～19歳,17.42,9.93,218.97
2015,28,兵庫県,20～24歳,20.16,34.14,276.06
2015,28,兵庫県,25～29歳,22.95,60.54,335.94
2015,28,兵庫県,30～34歳,26.98,72.33,396.09
2015,28,兵庫県,35～39歳,29.1,85.82,435.02
2015,28,兵庫県,40～44歳,31.93,95.55,478.71
2015,28,兵庫県,45～49歳,34.71,112.56,529.08
2015,28,兵庫県,50～54歳,36.6,121.15,560.35
2015,28,兵庫県,55～59歳,35.41,111.92,536.84
2015,28,兵庫県,60～64歳,26.47,56.62,374.26
2015,28,兵庫県,65～69歳,25.58,40.33,347.29
2015,28,兵庫県,70歳～,23.56,15.42,298.14
2015,29,奈良県,年齢計,28.73,72.79,417.55
2015,29,奈良県,～19歳,16.83,8.65,210.61
2015,29,奈良県,20～24歳,20.26,31.36,274.48
2015,29,奈良県,25～29歳,22.95,55.08,330.48
2015,29,奈良県,30～34歳,25.43,65.96,371.12
2015,29,奈良県,35～39歳,28.88,74.03,420.59
2015,29,奈良県,40～44歳,30.82,85.14,454.98
2015,29,奈良県,45～49歳,33.07,94.09,490.93
2015,29,奈良県,50～54歳,35.1,98.28,519.48
2015,29,奈良県,55～59歳,33.81,91.14,496.86
2015,29,奈良県,60～64歳,26.39,50.46,367.14
2015,29,奈良県,65～69歳,24.2,29.04,319.44
2015,29,奈良県,70歳～,25.19,30.56,332.84
2015,30,和歌山県,年齢計,27.02,69.86,394.1
2015,30,和歌山県,～19歳,16.41,9.08,206
2015,30,和歌山県,20～24歳,19.33,32.86,264.82
2015,30,和歌山県,25～29歳,22.24,54.22,321.1
2015,30,和歌山県,30～34歳,24.51,64.7,358.82
2015,30,和歌山県,35～39歳,26.64,69.3,388.98
2015,30,和歌山県,40～44歳,28.95,84.21,431.61
2015,30,和歌山県,45～49歳,30.73,89.08,457.84
2015,30,和歌山県,50～54歳,31.84,89.17,471.25
2015,30,和歌山県,55～59歳,31.78,87.16,468.52
2015,30,和歌山県,60～64歳,24.97,49.57,349.21
2015,30,和歌山県,65～69歳,23.06,32.43,309.15
2015,30,和歌山県,70歳～,25.3,13.98,317.58
2015,31,鳥取県,年齢計,23.77,53.85,339.09
2015,31,鳥取県,～19歳,15.48,4.82,190.58
2015,31,鳥取県,20～24歳,17.16,27.58,233.5
2015,31,鳥取県,25～29歳,19.49,44.4,278.28
2015,31,鳥取県,30～34歳,21.34,50.08,306.16
2015,31,鳥取県,35～39歳,23.27,53.29,332.53
2015,31,鳥取県,40～44歳,25.04,60.58,361.06
2015,31,鳥取県,45～49歳,26.63,63.55,383.11
2015,31,鳥取県,50～54歳,28.19,77.04,415.32
2015,31,鳥取県,55～59歳,27.78,68.99,402.35
2015,31,鳥取県,60～64歳,22.67,31.95,303.99
2015,31,鳥取県,65～69歳,19.09,21.79,250.87
2015,31,鳥取県,70歳～,37.53,6.68,457.04
2015,32,島根県,年齢計,25.01,63.62,363.74
2015,32,島根県,～19歳,15.51,8.12,194.24
2015,32,島根県,20～24歳,18.33,30.02,249.98
2015,32,島根県,25～29歳,20.76,49.42,298.54
2015,32,島根県,30～34歳,22.27,57.97,325.21
2015,32,島根県,35～39歳,25.29,66.66,370.14
2015,32,島根県,40～44歳,26.29,74.82,390.3
2015,32,島根県,45～49歳,27.53,78.84,409.2
2015,32,島根県,50～54歳,30.29,91.36,454.84
2015,32,島根県,55～59歳,29.24,78.54,429.42
2015,32,島根県,60～64歳,23.54,36.03,318.51
2015,32,島根県,65～69歳,23.28,25.78,305.14
2015,32,島根県,70歳～,20.47,24.29,269.93
2015,33,岡山県,年齢計,27.78,76.58,409.94
2015,33,岡山県,～19歳,17.24,11.01,217.89
2015,33,岡山県,20～24歳,19.44,37.06,270.34
2015,33,岡山県,25～29歳,22.41,59.23,328.15
2015,33,岡山県,30～34歳,25.72,68.74,377.38
2015,33,岡山県,35～39歳,26.83,74.04,396
2015,33,岡山県,40～44歳,29.57,86.37,441.21
2015,33,岡山県,45～49歳,31.59,90.69,469.77
2015,33,岡山県,50～54歳,33.61,107.14,510.46
2015,33,岡山県,55～59歳,32.91,102.37,497.29
2015,33,岡山県,60～64歳,26.91,59.51,382.43
2015,33,岡山県,65～69歳,25.59,50.47,357.55
2015,33,岡山県,70歳～,19.09,17.7,246.78
2015,34,広島県,年齢計,28.07,76.84,413.68
2015,34,広島県,～19歳,16.9,10.42,213.22
2015,34,広島県,20～24歳,19.76,32.95,270.07
2015,34,広島県,25～29歳,22.27,55.32,322.56
2015,34,広島県,30～34歳,25.01,66.51,366.63
2015,34,広島県,35～39歳,28.13,77.65,415.21
2015,34,広島県,40～44歳,30.58,88.29,455.25
2015,34,広島県,45～49歳,32.41,104.69,493.61
2015,34,広島県,50～54歳,34.01,104.49,512.61
2015,34,広島県,55～59歳,33.85,98.54,504.74
2015,34,広島県,60～64歳,25.85,60.2,370.4
2015,34,広島県,65～69歳,23.9,36.06,322.86
2015,34,広島県,70歳～,21.3,33.76,289.36
2015,35,山口県,年齢計,26.67,75.22,395.26
2015,35,山口県,～19歳,15.97,9.79,201.43
2015,35,山口県,20～24歳,19.03,42.52,270.88
2015,35,山口県,25～29歳,22,61.62,325.62
2015,35,山口県,30～34歳,24.45,70.34,363.74
2015,35,山口県,35～39歳,26.15,76.41,390.21
2015,35,山口県,40～44歳,29.15,89.39,439.19
2015,35,山口県,45～49歳,29.14,89.79,439.47
2015,35,山口県,50～54歳,31.94,97.08,480.36
2015,35,山口県,55～59歳,31.34,97.94,474.02
2015,35,山口県,60～64歳,26.29,50.75,366.23
2015,35,山口県,65～69歳,23.07,34.59,311.43
2015,35,山口県,70歳～,17.66,29.8,241.72
2015,36,徳島県,年齢計,26.63,78.04,397.6
2015,36,徳島県,～19歳,16.19,10.44,204.72
2015,36,徳島県,20～24歳,18.59,41.11,264.19
2015,36,徳島県,25～29歳,21.11,61.42,314.74
2015,36,徳島県,30～34歳,23.31,74.45,354.17
2015,36,徳島県,35～39歳,26.26,82.13,397.25
2015,36,徳島県,40～44歳,28.4,92.28,433.08
2015,36,徳島県,45～49歳,30.68,93.58,461.74
2015,36,徳島県,50～54歳,31.9,98.84,481.64
2015,36,徳島県,55～59歳,31.18,101.81,475.97
2015,36,徳島県,60～64歳,25.6,44.54,351.74
2015,36,徳島県,65～69歳,21.82,27.03,288.87
2015,36,徳島県,70歳～,26.8,32.53,354.13
2015,37,香川県,年齢計,27.09,68.68,393.76
2015,37,香川県,～19歳,16.72,9.23,209.87
2015,37,香川県,20～24歳,18.99,31.2,259.08
2015,37,香川県,25～29歳,21.78,51.52,312.88
2015,37,香川県,30～34歳,23.93,60.03,347.19
2015,37,香川県,35～39歳,26.41,69.04,385.96
2015,37,香川県,40～44歳,29.1,81.83,431.03
2015,37,香川県,45～49歳,31.32,87.07,462.91
2015,37,香川県,50～54歳,31.88,88.21,470.77
2015,37,香川県,55～59歳,32.91,88.35,483.27
2015,37,香川県,60～64歳,24.36,47.12,339.44
2015,37,香川県,65～69歳,22.89,25.85,300.53
2015,37,香川県,70歳～,22.44,37.51,306.79
2015,38,愛媛県,年齢計,25.57,63.7,370.54
2015,38,愛媛県,～19歳,16.16,8.93,202.85
2015,38,愛媛県,20～24歳,18.2,28.61,247.01
2015,38,愛媛県,25～29歳,20.63,51.39,298.95
2015,38,愛媛県,30～34歳,22.91,55.12,330.04
2015,38,愛媛県,35～39歳,24.92,65.22,364.26
2015,38,愛媛県,40～44歳,27.22,74.37,401.01
2015,38,愛媛県,45～49歳,29.93,85.21,444.37
2015,38,愛媛県,50～54歳,30.56,84.2,450.92
2015,38,愛媛県,55～59歳,30.33,79.95,443.91
2015,38,愛媛県,60～64歳,22.77,40.62,313.86
2015,38,愛媛県,65～69歳,21.26,25.12,280.24
2015,38,愛媛県,70歳～,38.26,25.26,484.38
2015,39,高知県,年齢計,25.4,58.41,363.21
2015,39,高知県,～19歳,15.01,5.73,185.85
2015,39,高知県,20～24歳,18.13,27.28,244.84
2015,39,高知県,25～29歳,20.19,44,286.28
2015,39,高知県,30～34歳,22.26,52.36,319.48
2015,39,高知県,35～39歳,24.4,57.75,350.55
2015,39,高知県,40～44歳,26.24,68.99,383.87
2015,39,高知県,45～49歳,28.83,75.23,421.19
2015,39,高知県,50～54歳,30.16,73.82,435.74
2015,39,高知県,55～59歳,29.02,73.6,421.84
2015,39,高知県,60～64歳,25.66,43.9,351.82
2015,39,高知県,65～69歳,23.32,18.1,297.94
2015,39,高知県,70歳～,42.1,17.49,522.69
2015,40,福岡県,年齢計,27.35,72.29,400.49
2015,40,福岡県,～19歳,16.77,10.17,211.41
2015,40,福岡県,20～24歳,18.92,27.39,254.43
2015,40,福岡県,25～29歳,22.16,52.02,317.94
2015,40,福岡県,30～34歳,24.53,62.11,356.47
2015,40,福岡県,35～39歳,27.22,70.6,397.24
2015,40,福岡県,40～44歳,30.13,85.12,446.68
2015,40,福岡県,45～49歳,31.97,96.03,479.67
2015,40,福岡県,50～54歳,33.44,111.48,512.76
2015,40,福岡県,55～59歳,31.97,97.52,481.16
2015,40,福岡県,60～64歳,24.32,45.68,337.52
2015,40,福岡県,65～69歳,23.81,31.56,317.28
2015,40,福岡県,70歳～,24.04,21.49,309.97
2015,41,佐賀県,年齢計,24.57,58.32,353.16
2015,41,佐賀県,～19歳,15.95,8.57,199.97
2015,41,佐賀県,20～24歳,18.07,31.73,248.57
2015,41,佐賀県,25～29歳,20.49,49.18,295.06
2015,41,佐賀県,30～34歳,22.61,54.36,325.68
2015,41,佐賀県,35～39歳,24.79,65.43,362.91
2015,41,佐賀県,40～44歳,26.76,66.38,387.5
2015,41,佐賀県,45～49歳,27.24,68.01,394.89
2015,41,佐賀県,50～54歳,30.37,78.87,443.31
2015,41,佐賀県,55～59歳,27.91,70.93,405.85
2015,41,佐賀県,60～64歳,21.79,37.8,299.28
2015,41,佐賀県,65～69歳,20.16,27.83,269.75
2015,41,佐賀県,70歳～,19.59,14.89,249.97
2015,42,長崎県,年齢計,24.98,60.06,359.82
2015,42,長崎県,～19歳,15.24,4.43,187.31
2015,42,長崎県,20～24歳,17.93,30.26,245.42
2015,42,長崎県,25～29歳,20.58,48.52,295.48
2015,42,長崎県,30～34歳,22.74,57.55,330.43
2015,42,長崎県,35～39歳,25.03,64.69,365.05
2015,42,長崎県,40～44歳,26.33,69.9,385.86
2015,42,長崎県,45～49歳,29.12,75.69,425.13
2015,42,長崎県,50～54歳,30.26,77.35,440.47
2015,42,長崎県,55～59歳,27.07,67.37,392.21
2015,42,長崎県,60～64歳,23.79,44.57,330.05
2015,42,長崎県,65～69歳,19.48,21.83,255.59
2015,42,長崎県,70歳～,34.35,18.86,431.06
2015,43,熊本県,年齢計,25.82,64.54,374.38
2015,43,熊本県,～19歳,15.93,8.51,199.67
2015,43,熊本県,20～24歳,18.33,31.08,251.04
2015,43,熊本県,25～29歳,20.83,51.43,301.39
2015,43,熊本県,30～34歳,23.26,56.68,335.8
2015,43,熊本県,35～39歳,25.77,68.14,377.38
2015,43,熊本県,40～44歳,27.7,73.8,406.2
2015,43,熊本県,45～49歳,28.61,78.52,421.84
2015,43,熊本県,50～54歳,30.58,87.21,454.17
2015,43,熊本県,55～59歳,30.76,79.33,448.45
2015,43,熊本県,60～64歳,24.71,45.09,341.61
2015,43,熊本県,65～69歳,21.91,26.24,289.16
2015,43,熊本県,70歳～,29.43,49.53,402.69
2015,44,大分県,年齢計,25.14,61.02,362.7
2015,44,大分県,～19歳,16.13,11.14,204.7
2015,44,大分県,20～24歳,18.53,35.05,257.41
2015,44,大分県,25～29歳,20.98,49.51,301.27
2015,44,大分県,30～34歳,23.1,56.61,333.81
2015,44,大分県,35～39歳,24.89,61.25,359.93
2015,44,大分県,40～44歳,27.89,71.38,406.06
2015,44,大分県,45～49歳,29.26,83.46,434.58
2015,44,大分県,50～54歳,29.07,81.59,430.43
2015,44,大分県,55～59歳,28.45,69.47,410.87
2015,44,大分県,60～64歳,22.97,38.68,314.32
2015,44,大分県,65～69歳,21.64,22.7,282.38
2015,44,大分県,70歳～,18.66,18.34,242.26
2015,45,宮崎県,年齢計,23.35,57.77,337.97
2015,45,宮崎県,～19歳,14.56,8.44,183.16
2015,45,宮崎県,20～24歳,16.92,30.98,234.02
2015,45,宮崎県,25～29歳,19.08,49.69,278.65
2015,45,宮崎県,30～34歳,22.08,50.96,315.92
2015,45,宮崎県,35～39歳,22.88,57.02,331.58
2015,45,宮崎県,40～44歳,24.32,64.72,356.56
2015,45,宮崎県,45～49歳,26.09,68.08,381.16
2015,45,宮崎県,50～54歳,27.67,73.85,405.89
2015,45,宮崎県,55～59歳,27.72,74.99,407.63
2015,45,宮崎県,60～64歳,21.51,45.34,303.46
2015,45,宮崎県,65～69歳,18.65,27.51,251.31
2015,45,宮崎県,70歳～,27.85,35.35,369.55
2015,46,鹿児島県,年齢計,25.06,59.69,360.41
2015,46,鹿児島県,～19歳,15.25,9.1,192.1
2015,46,鹿児島県,20～24歳,18.32,33.92,253.76
2015,46,鹿児島県,25～29歳,20.97,46.55,298.19
2015,46,鹿児島県,30～34歳,22.68,53.68,325.84
2015,46,鹿児島県,35～39歳,25.19,64.54,366.82
2015,46,鹿児島県,40～44歳,27.33,69.48,397.44
2015,46,鹿児島県,45～49歳,27.86,78.25,412.57
2015,46,鹿児島県,50～54歳,30.96,76.91,448.43
2015,46,鹿児島県,55～59歳,27.85,70.54,404.74
2015,46,鹿児島県,60～64歳,23.91,42.35,329.27
2015,46,鹿児島県,65～69歳,22.12,31.67,297.11
2015,46,鹿児島県,70歳～,30.55,34.8,401.4
2015,47,沖縄県,年齢計,23.46,47.84,329.36
2015,47,沖縄県,～19歳,14.86,2.85,181.17
2015,47,沖縄県,20～24歳,16.81,17.83,219.55
2015,47,沖縄県,25～29歳,18.58,34.76,257.72
2015,47,沖縄県,30～34歳,20.96,41.37,292.89
2015,47,沖縄県,35～39歳,24.22,51.48,342.12
2015,47,沖縄県,40～44歳,25.23,55.35,358.11
2015,47,沖縄県,45～49歳,26.51,62.21,380.33
2015,47,沖縄県,50～54歳,27.18,66.73,392.89
2015,47,沖縄県,55～59歳,25.4,58.15,362.95
2015,47,沖縄県,60～64歳,24.2,29.55,319.95
2015,47,沖縄県,65～69歳,20.41,15.84,260.76
2015,47,沖縄県,70歳～,30.21,16.36,378.88
2016,01,北海道,年齢計,26.69,65.81,386.09
2016,01,北海道,～19歳,16.4,12.84,209.64
2016,01,北海道,20～24歳,18.89,32.01,258.69
2016,01,北海道,25～29歳,22.08,52.14,317.1
2016,01,北海道,30～34歳,24.42,61.76,354.8
2016,01,北海道,35～39歳,26.13,67.1,380.66
2016,01,北海道,40～44歳,28.55,79.12,421.72
2016,01,北海道,45～49歳,31.09,87.48,460.56
2016,01,北海道,50～54歳,31.84,88.63,470.71
2016,01,北海道,55～59歳,30.84,79.25,449.33
2016,01,北海道,60～64歳,24.03,38.24,326.6
2016,01,北海道,65～69歳,21.02,17.46,269.7
2016,01,北海道,70歳～,20.54,9.79,256.27
2016,02,青森県,年齢計,23.54,54.63,337.11
2016,02,青森県,～19歳,15.48,7.43,193.19
2016,02,青森県,20～24歳,17.28,27.57,234.93
2016,02,青森県,25～29歳,19.94,46.05,285.33
2016,02,青森県,30～34歳,21.61,51.63,310.95
2016,02,青森県,35～39歳,22.99,58.73,334.61
2016,02,青森県,40～44歳,25.39,64.7,369.38
2016,02,青森県,45～49歳,26.49,64.16,382.04
2016,02,青森県,50～54歳,27.54,71.66,402.14
2016,02,青森県,55～59歳,26.56,63.41,382.13
2016,02,青森県,60～64歳,21.68,35.72,295.88
2016,02,青森県,65～69歳,20.54,25.89,272.37
2016,02,青森県,70歳～,22.64,16.33,288.01
2016,03,岩手県,年齢計,23.56,54.05,336.77
2016,03,岩手県,～19歳,15.09,7.92,189
2016,03,岩手県,20～24歳,17.68,29.52,241.68
2016,03,岩手県,25～29歳,19.83,44.29,282.25
2016,03,岩手県,30～34歳,21.43,47.7,304.86
2016,03,岩手県,35～39歳,23.57,56.66,339.5
2016,03,岩手県,40～44歳,25.1,64.89,366.09
2016,03,岩手県,45～49歳,26.31,70.13,385.85
2016,03,岩手県,50～54歳,27.61,73.04,404.36
2016,03,岩手県,55～59歳,26.57,67.87,386.71
2016,03,岩手県,60～64歳,21.84,32.17,294.25
2016,03,岩手県,65～69歳,23.07,18.97,295.81
2016,03,岩手県,70歳～,27.27,8.36,335.6
2016,04,宮城県,年齢計,28.09,78.24,415.32
2016,04,宮城県,～19歳,16.41,9.77,206.69
2016,04,宮城県,20～24歳,19.23,32.24,263
2016,04,宮城県,25～29歳,22.35,58.45,326.65
2016,04,宮城県,30～34歳,24.96,65.25,364.77
2016,04,宮城県,35～39歳,27.47,75.65,405.29
2016,04,宮城県,40～44歳,30.65,95.08,462.88
2016,04,宮城県,45～49歳,33.2,105.68,504.08
2016,04,宮城県,50～54歳,34.28,115.96,527.32
2016,04,宮城県,55～59歳,32.61,96.57,487.89
2016,04,宮城県,60～64歳,25.91,48.05,358.97
2016,04,宮城県,65～69歳,23.63,22.19,305.75
2016,04,宮城県,70歳～,19.78,19.6,256.96
2016,05,秋田県,年齢計,24.22,55.64,346.28
2016,05,秋田県,～19歳,15.56,8.89,195.61
2016,05,秋田県,20～24歳,17.83,30.59,244.55
2016,05,秋田県,25～29歳,20.45,48.44,293.84
2016,05,秋田県,30～34歳,21.31,51.51,307.23
2016,05,秋田県,35～39歳,23.94,54.91,342.19
2016,05,秋田県,40～44歳,25.51,60.35,366.47
2016,05,秋田県,45～49歳,26.01,63.85,375.97
2016,05,秋田県,50～54歳,28.32,75.06,414.9
2016,05,秋田県,55～59歳,28.99,73.45,421.33
2016,05,秋田県,60～64歳,22.22,33.57,300.21
2016,05,秋田県,65～69歳,19.07,15.23,244.07
2016,05,秋田県,70歳～,19.71,15.9,252.42
2016,06,山形県,年齢計,24.29,56.23,347.71
2016,06,山形県,～19歳,15.62,12.05,199.49
2016,06,山形県,20～24歳,17.73,28.36,241.12
2016,06,山形県,25～29歳,20.47,43.52,289.16
2016,06,山形県,30～34歳,22.22,46.99,313.63
2016,06,山形県,35～39歳,23.84,58.33,344.41
2016,06,山形県,40～44歳,25.87,66.86,377.3
2016,06,山形県,45～49歳,27.11,72.31,397.63
2016,06,山形県,50～54歳,27.72,70.4,403.04
2016,06,山形県,55～59歳,28.06,68.25,404.97
2016,06,山形県,60～64歳,22.13,32.58,298.14
2016,06,山形県,65～69歳,21,23.93,275.93
2016,06,山形県,70歳～,21.52,25.82,284.06
2016,07,福島県,年齢計,25.93,64.69,375.85
